"","x"
"1",125
"2",307
"3",585
"4",594
"5",595
"6",596
"7",597
"8",598
"9",601
"10",603
"11",604
"12",657
"13",660
"14",661
"15",662
"16",666
"17",671
"18",750
"19",772
"20",774
"21",775
"22",794
"23",795
"24",798
"25",1927
"26",1930
"27",1952
"28",1969
"29",1975
"30",1985
"31",1997
"32",2006
"33",2008
"34",2015
"35",2016
"36",2205
"37",2210
"38",2214
"39",2225
"40",2226
"41",2230
"42",2231
"43",2234
"44",2283
"45",2284
"46",2285
"47",2286
