"","x"
"1",89
"2",96
"3",97
"4",107
"5",130
"6",147
"7",150
"8",153
"9",154
"10",155
"11",156
"12",158
"13",159
"14",160
"15",162
"16",542
"17",786
"18",787
"19",788
"20",838
"21",970
"22",971
"23",972
"24",973
"25",974
"26",975
"27",976
"28",2140
"29",2207
"30",2221
"31",2227
"32",2233
"33",2299
"34",2311
"35",2376
