"age","locfit","cu95","cl95","nsites","window","ninwin"
-60,-0.635800810482045,0.611776609262827,-1.9502272803513,6,10,12
-50,-0.230863045896755,0.464621342820288,-1.03163458704789,12,20,16
-40,-0.252357253295493,0.305589235665706,-0.727226431572549,14,20,16
-30,-0.339277586543158,0.0157185247442548,-0.712241495426072,11,20,16
-20,-0.116014660839147,0.28958149592688,-0.559468413137798,12,20,13
-10,-0.0273291843922073,0.342539732579086,-0.479152869604468,12,20,15
0,-0.370465341244603,0.0645668517578137,-0.845675880722766,12,20,15
10,-0.578831768771622,-0.100065254331222,-0.881620954694931,11,20,14
20,-0.558933953244041,-0.0117104502964116,-0.920161761276581,10,20,14
30,-0.480082067482959,-0.0133393522258525,-0.950581435872093,12,20,14
40,-0.294596475531853,-0.00196774341618675,-0.589771161475103,12,20,15
50,-0.156838155369206,0.191748099524455,-0.504857386915527,15,20,16
60,-0.0537022288913378,0.345825917490914,-0.444756608459906,12,20,17
70,-0.158606416049679,0.270616593607194,-0.500601462521327,15,20,17
80,0.0174280825677173,0.476052790105434,-0.355521055545715,14,20,16
90,0.248875287773444,0.659866114403482,-0.167786944229279,9,20,17
100,-0.131175658141359,0.376674489095134,-0.597601128674515,13,20,17
110,0.125617211476078,0.686929232320391,-0.454841215925808,15,20,18
120,0.706408157295814,1.09774904796283,0.246250293435895,15,20,17
130,0.341573110197087,0.869419450049088,-0.252804312496651,14,20,18
140,-0.0288285564886128,0.391153971590141,-0.494000950415334,15,20,19
150,0.459432212323161,0.869422962251888,0.0501031633319648,12,20,19
160,0.376864014686652,0.783491883644233,-0.103843470434758,15,20,17
170,0.045117523988085,0.478477375707237,-0.406690688046132,13,20,19
180,0.189664443141021,0.742246034126287,-0.313318079393743,15,20,19
190,0.310926639071863,1.07108875029328,-0.592867664151499,12,20,19
200,-0.0656845415208678,0.675244099457823,-0.827100185261053,15,10,16
