"age","locfit","cu95","cl95","nsites","window","ninwin"
-60,-0.335879134230775,0.300600492167487,-0.985962065013141,13,10,14
-50,-0.250872787102844,0.261026979509133,-0.773624625967082,12,20,15
-40,-0.375048869689073,0.274748408967565,-1.05230494244211,11,20,14
-30,-0.0703707318049988,0.646527636910038,-0.896712464230672,11,20,13
-20,-0.078719229792532,0.61549294690092,-0.69910040675799,10,20,13
-10,0.00881551606698212,0.518846860580088,-0.444639279584081,11,20,13
0,-0.172395338057122,0.254407602310906,-0.584473508457882,10,20,15
10,-0.245822346395276,0.36736453454336,-0.696873280251447,12,20,14
20,0.0396465642237279,0.566680365727955,-0.48336333332209,10,20,15
30,0.093598220281374,0.585334622367448,-0.455124651630176,12,20,15
40,0.124818612294987,0.675173244324319,-0.449155732414826,12,20,14
50,-0.211657766036308,0.314535255221222,-0.80183906060117,11,20,15
60,0.0401275066437962,0.478903304369726,-0.523986834068201,13,20,15
70,0.175154478985207,0.631442660412268,-0.274028766985616,13,20,15
80,0.234308588821689,0.654036163211084,-0.262325488467634,11,20,14
90,0.0635653513725743,0.53509136181523,-0.401199484804215,10,20,15
100,-0.010578870611628,0.458501947337954,-0.462754590241807,12,20,15
110,0.279355809630178,0.700314574676172,-0.254995269527134,14,20,17
120,0.209619209034636,0.577369698115301,-0.230703540013157,14,20,19
130,-0.326134785238985,0.0693423728493262,-0.684204249118491,14,20,19
140,-0.33256823635075,0.0950946247715604,-0.749661537662253,15,20,17
150,-0.0786380192509337,0.527772225697814,-0.594690768135398,11,20,17
160,0.00147101620630927,0.54886893496454,-0.535993258467851,12,20,16
170,-0.00240147359517931,0.434593197708765,-0.487059180621404,12,20,15
180,-0.0729604655434985,0.536750636633918,-0.759754605837675,12,20,17
190,0.153718451650788,0.569894320523976,-0.405875302336111,13,20,18
200,0.117370190093881,0.537012948650389,-0.444973807892616,13,10,16
