"","x"
"1",216
"2",530
"3",569
"4",570
"5",572
"6",1336
"7",1353
"8",1366
"9",1376
"10",1392
"11",1401
"12",1410
"13",1433
"14",1440
"15",1444
"16",1579
"17",1580
"18",1584
"19",1585
"20",1586
"21",1594
"22",1632
"23",1634
"24",1710
"25",1714
"26",1719
"27",1721
"28",2009
"29",2074
"30",2119
"31",2467
"32",2468
