"age","locfit","cu95","cl95","nsites","window","ninwin"
-60,-0.0879265408914359,0.297250467775051,-0.564276334760622,36,10,52
-50,-0.287057992433964,-0.0437674759738134,-0.56616669106547,52,20,57
-40,-0.126082225231272,0.111132669163123,-0.366288269295361,56,20,60
-30,-0.0342756408845125,0.186443052752953,-0.219428884593817,58,20,61
-20,0.0140662184910802,0.197381231906134,-0.153872476889186,57,20,60
-10,0.0745935494052564,0.274960533985274,-0.0918478453394031,55,20,64
0,0.0685046541366364,0.29570941360505,-0.180237433702469,58,20,61
10,0.223863837246077,0.406191119494999,0.0322217056587,56,20,61
20,-0.0034681736614295,0.181870167153432,-0.193623448543607,55,20,58
30,-0.13621618827886,0.118465728333669,-0.37722021550503,54,20,57
40,0.0567986306540713,0.296460754732634,-0.154939566375204,53,20,60
50,0.116839249844279,0.351566124195061,-0.0853236478376081,58,20,60
60,0.306765104143846,0.538685565209783,0.0676355610057908,53,20,61
70,0.273416062706169,0.467189007163182,0.0814236504233057,51,20,59
80,0.0426936567478698,0.214248627257264,-0.112985378864687,54,20,57
90,0.0386810540789927,0.276427610767319,-0.160486278545736,54,20,58
100,-0.0148684557463036,0.217801276553222,-0.2531541104365,51,20,59
110,0.0425206564449337,0.300701438854649,-0.204213781715979,55,20,59
120,0.128109466827066,0.381329128241157,-0.122987795325932,56,20,60
130,0.00946293030201095,0.290898574976036,-0.201606456594201,49,20,60
140,-0.128828166950576,0.0565744392136904,-0.299484414913685,50,20,58
150,-0.130485252205388,0.0580243018270477,-0.314953572597045,50,20,57
160,-0.136652835065088,0.0561977325615301,-0.338684688056699,46,20,58
170,-0.103278821366166,0.0983721749084459,-0.33386364426306,52,20,58
180,-0.108034381863013,0.105478381819253,-0.315221583825773,52,20,57
190,-0.20385187532382,0.00570710663200603,-0.39524695034573,53,20,59
200,-0.209776328133266,0.0483718588046038,-0.449063543250057,55,10,57
