"age","locfit","cu95","cl95","nsites","window","ninwin"
-60,0.712934806500891,0.890045027273817,0.0229340898051363,3,10,6
-50,0.294344488722885,0.775178612229976,-0.500308018528813,6,20,7
-40,0.0622452728961848,0.722014054381737,-1.05622427365106,3,20,10
-30,0.450915771309071,1.01574222212847,-0.0216614655674295,6,20,8
-20,0.200394148352661,0.794758074517148,-0.330468252962476,8,20,9
-10,0.104198407726905,0.763994941294554,-0.589045005312322,5,20,16
0,-0.0834715398281045,0.819576785664873,-0.643752629297168,9,20,17
10,0.644107379824144,0.903708570970237,0.132902797266428,9,20,15
20,0.666130285944796,0.885442244684666,0.32172686929083,9,20,13
30,-0.0553601985060294,0.287777675072406,-0.252053252317373,7,20,12
40,-0.227198447785742,0.214293675901938,-1.08898517340655,7,20,10
50,-0.475666520759239,0.193310604242443,-1.39857838486574,6,20,13
60,-0.454142905715065,-0.210981901631209,-0.783318448605348,11,20,14
70,-0.370205145634933,0.097612222273407,-0.747243319826997,12,20,16
80,-0.186136961221755,0.476202992410583,-0.67265509997254,9,20,16
90,-0.447657372777995,0.155500705210699,-0.705443321956213,9,20,15
100,-0.346432691818165,0.0647345813205567,-0.670909087700583,10,20,14
110,-0.120963807801515,0.435015137900739,-0.615199547101517,8,20,14
120,0.234184242509147,0.842456389420462,-0.319434231868513,9,20,15
130,0.212493976630621,0.854236810725018,-0.398711177980739,10,20,12
140,0.148942739019888,0.732683780080872,-0.456274385027228,7,20,15
150,-0.745743255130543,-0.303519333546759,-1.16574330792646,8,20,14
160,-0.701027842667398,-0.253657638677473,-1.08006780402501,11,20,14
170,-0.574495745763623,-0.0952486711975459,-1.14946952539353,10,20,17
180,-0.718981321532585,-0.167231389221306,-1.21810734943821,12,20,17
190,-0.0599820828449907,0.489681714422828,-0.799227073688746,10,20,16
200,-0.270490366393099,0.518715520334836,-1.02014088527729,11,10,12
