"site","lambda","likelihood","mean","stdev"
"0001Cyg","0.22","-541.609504411702","0.511989481368791","0.0304638081495616"
"0004Slo","-0.0800000000000001","13.9222866856102","0.664398393679906","0.135043253521967"
"0005Bur","0.22","-353.455465639889","0.348157519131894","0.181634698258164"
"0006Bak","0.34","-91.4697015534641","0.239572148541768","0.126064813572139"
"0007Hoo","-1.08","945.014394522222","0.238423231075282","0.202529363622344"
"0009Pin","0.1","-1008.15876799264","0.228531653552281","0.0604243502241867"
"0013Bol","0.46","-1151.98510161034","0.588852123928517","0.210204566523021"
"0019Cra","-0.0600000000000001","-245.750163480258","0.652088720038758","0.0556933390918537"
"0021Mum","0.14","-104.25906222378","0.728037734517312","0.0575160788491143"
"0023Tra","-0.02","-518.443022940882","0.581166625971153","0.166512350967057"
"0025Los","0.02","-308.944629268719","0.64949944619601","0.189326282453247"
"0037Com","0.28","-0.704639886611445","0.270251597801902",NA
"0038Cra","0.24","6.65764083670596","0.628084373889687",NA
"0041For","-0.94","53.1988520984258","0.909783007087255","0.168053122576787"
"0042For","0.02","11.4028708563804","0.379193155855746",NA
"0044Hea","-0.54","36.1616501500076","0.84249234132024","0.14074303937757"
"0048Mon","-0.88","128.04775567861","0.257140138415865","0.207155082403946"
"0054Par","0.54","1.96378012388396","0.242686271655646",NA
"0055Par","0.22","0.584463297362761","0.898203830516133","0.00554079338508699"
"0057Pos","-0.72","38.5065150236218","0.178155133065353",NA
"0058San","-0.16","34.9569365678258","0.567138335174568","0.225073420780471"
"0067Mar","-0.12","32.3028515990405","0.495548124107284",NA
"0068Moo","-0.04","20.125395216675","0.42383897755362","0.10415847779018"
"0129Chi","-0.68","344.634395685623","0.25092236387739","0.343030707987072"
"0137Pat","0.48","-213.825980815203","0.740486789145753","0.18343536679938"
"0138Lil","-0.44","384.181406314678","0.165102184394084","0.136170139051557"
"0139Dea","0.22","-94.2055184303692","0.543299851522656","0.0988187035325617"
"0141Coa","-0.42","203.752479105373","0.648218248030201","0.158694989247377"
"0142DeH","-0.12","-170.641729298164","0.321339420394509","0.123824622915835"
