"site","lambda","likelihood","mean","stdev"
"0145Lit","-0.18","68.4972187058147","0.682169024277297","0.184868782974697"
"0163Sie","-0.26","8.68078359412799","0.272040518192702",NA
"0192Eas","0.16","-23.1959445014203","0.0162869900372269",NA
"0193Pix","-0.04","-2.93595096364359","0.273286203193767","0.248941264215473"
"0194Why","-0.0999999999999999","22.7216458140986","0.648981444661077",NA
"0195Por","0.26","7.14870273131118","0.106475249252985",NA
"0196Wal","0.48","-17.9871609855644","0.387577657652807",NA
"0253Coo","-0.2","-106.293200225731","0.466787920596466","0.138025218149988"
"0254Roc","-0.18","-49.1866773155349","0.229949114190499","0.11965300616131"
"0319Tur","0.38","-60.9751368224183","0.732389706638026",NA
"0321Eno","0.32","-24.7298058776649","0.59877524627354",NA
"0347Bea","0.12","9.04553520966571","0.245554182073377","0.0873475197176813"
"0361Res","-0.16","50.1274370637803","0.438500383783123","0.110012203391063"
"0425Hid","0.2","-101.077101144018","0.352315012842589","0.244613003813852"
"0429Eas","-0.32","123.872180346245","0.395358285099571","0.184980062104753"
"0544Cre","-0.0600000000000001","-68.2324380876578","0.655568724071305","0.216585178007419"
"0791Low","-0.9","552.306365443273","0.405091006967558","0.130578471922085"
"0792Bar","0.18","-163.189258011778","0.382708088825313","0.168525088199114"
"0822Thr","-0.88","710.887831885059","0.6860152463489","0.16494163142027"
"0823Tod","-0.18","218.634859335353","0.165147690133378","0.0579573277490766"
"0824Tum","-0.14","167.964528132861","0.223364090110537","0.0932052249146141"
"0839Cam","-0.0999999999999999","-155.412265150767","0.581994937899697","0.224108026247186"
"0840San","0.04","-228.317003706005","0.532848980709638","0.223452832907759"
"0841Tay","0.3","-540.129999356567","0.425083985189924","0.204976084656253"
"0842USL","-2","3292.92620394339","0.026393161256867","0.124069510869472"
"0845Wil","-0.14","-174.575211293826","0.416294123441798","0.253850640020459"
"0846Gle","-0.42","136.865542674628","0.0248525127298422","0.0569676622061433"
"0850Lak","0.26","-425.51232808951","0.171105649381757","0.144424437540794"
"0851Por","-0.0800000000000001","-5.07228704267411","0.558737434317326","0.208561811033625"
"0852War","0.0600000000000001","-174.234233110948","0.385976901764254","0.230341993274576"
"0856Fiv","0.26","0.338033634143666","0.223141643051834","0.28206545828597"
"0937Mt ","-0.82","132.218683213084","0.84356085816155","0.13829697802419"
"1423Cla","-0.02","-235.739320118954","0.65577149105794","0.162433971878253"
"1427Foy","0.02","-1479.15891096892","0.393444639828479","0.224657699400817"
"1429Fro","0.26","-178.958954478318","0.644601488006853","0.0865781075742542"
"1441Mou","-1.04","400.684148563286","0.317217790735152","0.0917764978049112"
"1442Mt ","-0.24","30.3910296587202","0.673350570193736","0.163519247233672"
"1443Mt ","-0.66","126.608781956245","0.804054839795568","0.127655726462236"
"1445Pan","0.0600000000000001","-590.090004001274","0.324140625699444","0.18019801023303"
"1465BG0","0.22","-1251.10064258834","0.480232149672818","0.2325710075301"
"2025Lit","0.38","-1208.22442413519","0.29107595467353","0.0483120602207345"
"2026Lit","-0.04","-694.282399029532","0.741778693375399","0.109228539095136"
"2062Lon","-0.12","-104.035723966588","0.627295703042594","0.189547151301744"
"2063Ode","-0.0999999999999999","35.7204614324787","0.43133241998926","0.131898220893832"
"2064San","-0.12","-147.746051984517","0.616433384422374","0.173749672211703"
"2065Thu","-0.32","149.004075791648","0.617565513154988","0.177037189827591"
"2067Yah","-0.04","-211.589068603951","0.32796316227873","0.238615586085337"
"2098Ric","-0.04","-140.460385680036","0.51969079070348","0.185403439406895"
"2157ODP","0.04","16.1926565855547","0.818887796379825","0.169486523354934"
"2232Swa","0.04","18.3866447725956","0.194355180025118","0.150376897584585"
"2255Ket","-1.14","1325.34201945948","0.31048731212922","0.351155808591157"
"2256Bee","-0.52","110.092600147834","0.531661322371265","0.250136494508753"
