"site","lambda","likelihood","mean","stdev"
"1743Khu","-0.0999999999999999","16.0799281977823","0.232688865858784","0.321309599859597"
"1762Nja","-1.72","29.1638094248984","0",NA
"1784Aba","0.02","14.3175973908519","0.787976486315065","0.125960787210522"
"1786Cop","0.0600000000000001","-291.487989944085","0.427034955463243","0.30992239796431"
"1788Lak","0.1","-7.93841757415194","0.470538162872126","0.167627076972759"
"1789Gol","0.1","-54.4353436693847","0.601843140781246","0.229540853582465"
"1790Gem","-0.14","83.9400404299757","0.142041097692239","0.1135545114213"
"1791Min","0.48","-537.357981874509","0.548592560235631","0.213712883623576"
"1792Hin","-0.02","4.44443942335786","0.457870045821117","0.198703829482304"
"1793Mid","0.38","-50.4736765250757","0.456522724808463","0.0797267679799844"
"1794Rou","0.44","-161.683453697043","0.221211493192043","0.163799677913883"
"1795Sev","0.04","-149.97434960095","0.561564005440058","0.101327431367629"
"1796Tea","-0.04","23.2216483727241","0.389442338974848","0.235409577735661"
"1797Wha","0.32","-56.9552731038387","0.34811623033723","0.28025937663161"
"1798Sum","0.3","-119.143531982408","0.612589550748305","0.185902154393102"
"1799Sup","0.16","-449.645683737762","0.444991587061508","0.294690187706627"
"1802Tia","-0.56","244.861978286145","0.39699425185934","0.314964015302377"
"1884Epi","-0.22","69.7757787118525","0.40123131085683","0.17496598255118"
"1886Jon","-0.4","405.528933362664","0.261703993852091","0.215307219676747"
"1887Lan","-0.02","-84.4545542346639","0.418750941493174","0.138538542956896"
"1889Luc","-0.18","38.3570960335084","0.427606162179041","0.195246030933676"
"1893Rob","-0.12","-6.4324602427584","0.32246385728666","0.215796082583033"
"1894Scr","-0.66","946.582808664183","0.563640774560862","0.241361940256263"
"1896Win","-0.0800000000000001","84.3416363824758","0.405495151412574","0.207831560350856"
"2029Lag","-0.4","155.710328345999","0.270810924150811","0.136177221023679"
"2031Lag","0.88","-18.261510818612","0.951596159184462","0.0546359538509384"
"2032Coc","0.34","-0.452133231094707","0.562636042086113","0.365110958927358"
"2033Coc","0.22","7.1246343139843","0.387410027447522","0.277358905066002"
"2042Cer","0.62","-9.73708249837264","0.553682586492048","0.400880208932643"
"2043Cer","-2","202.67324699544","0.751022852038125","0.30960357037475"
"2045Val","-0.02","11.6897665252946","0.807296651658133","0.118964096481421"
"2047Lag","0.54","1.54204014456224","0.51718952720942","0.0738468352662419"
"2053Lag","0.1","13.1531277270445","0.567957253246104","0.177561307438844"
"2056Hai","-0.14","-55.0336130166023","0.429975658842425","0.146390855473957"
"2073Chi","-2","2476.45739955619","0.22423863836955","0.259800770817467"
"2087Mar","0.1","8.399287523715","0.414803659562954","0.255724287569298"
"2164URC","0.14","-25.3020343869369","0.281357386388233","0.0903217765968971"
"2165URC","0.22","-57.2621253101399","0.335671955330762","0.0839640147152171"
"2260JC1","0.32","-26.754386812703","0.46341271998086","0.222946573157879"
"2261Dal","-0.04","16.4963184167212","0.885546883763529","0.161861149237481"
"2262Hol","0.4","-24.7475633610238","0.560566181652689","0.280154904849927"
"2263Lil","0.14","12.0929150198577","0.924501548904377","0.106770933477592"
"2264Flo","0.0800000000000001","8.98944836828618","0.812977182902575","0.0264125787578974"
"2265Bjo","-0.26","60.3769526510994","0.661748928804881",NA
"2266Lit","0.18","-2.69764000804057","1",NA
"2267Myr","0","13.4620032642749","0.974170570167714","0.0365283299771828"
"2268Gam","0.04","12.6366969183428","0.947388080483333","0.0744044901229524"
"2269Vuo","-1.2","154.450757334473","0.72717682943718","0.0378052022483767"
"2270Gra","-0.2","40.7506242025563","0.938351439954825","0.0455591451488342"
"2271Kin","-0.34","53.0830616072475","0.822748017831443","0.00505490305508433"
"2272Lis","-0.04","10.7337198766865","0.891899783168372",NA
"2273Mor","0.14","19.8306664066649","0.775553333248951","0.317415520148768"
"2274Mas","0.0800000000000001","1.76461845602786","0.541739793080717",NA
"2275Rei","-0.02","-13.4427750964517","0.877895827328833","0.0870333059454897"
"2276Rat","0.34","-7.7596517230275","0.520789381091912",NA
"2277Sto","0.2","-7.29102683078505","0.487118219618531",NA
"2278Sva","-0.0800000000000001","37.8110747198484","0.818564206828377","0.066219585363665"
"2279Tia","0","14.7868926607305","0.771188351851582","0.21462644466351"
"2280Oyg","-0.38","47.4909435711405","0.90592296397115",NA
"2281Isb","-0.2","38.3365998112008","0.607106406891608",NA
"2282SB-","-0.36","229.638268735566","0.702340169524158","0.140515665071189"
"2290Ver","0.54","-3.04037247780874","0.515189223858196","0.263229522981495"
"2291Ver","0.38","-0.187568979870529","0.951896941075517",NA
"2292Qua","0.38","-2.81867566854682","0.594974185689907","0.153582062828699"
"2293Nat","0.46","-8.14645339767935","0.488963003654662",NA
"2382Baz","0.18","-204.965297993841","0.031150450397692","0.11655431283186"
"2383Lie","0.0800000000000001","-30.320074189812","0.574383135416305","0.160903768555488"
"2386Man","-2","785.839959675558","0","0"
"2408Lak","-0.0600000000000001","11.1005113780634","0.373080664472004","0.319993589809753"
"2409Lak","-0.46","58.2060842054433","0.54777093446888","0.366466122903591"
"2413CV ","-0.0600000000000001","-4.77337567918199","0.899876350119508","0.0361251070341159"
"2414CV ","-0.12","18.5892792945325","0.549955556988845","0.434328681741013"
"2434CP1","0.24","3.1072899000643","0.603971951684658",NA
"2436HES","0.32","-6.11211635506005","0.596729915816303","0.166197854868579"
"2437HES","-0.16","40.1692483041277","0.578328627554284","0.162485233699824"
"2440OSV","0.38","-3.12398327153605","0.884742287908793","0.162999019607478"
"2442Dor","0.1","-25.6002482296851","0.475519441336899","0.349534498902841"
"2444Alm","-1.18","123.474524540693","0.747344177376868","0.220852484473795"
"2447Brv","0.46","-7.76167235058756","0.559542290539646",NA
"2448Dol","0","10.7837128094939","0.465715466499429",NA
"2449Zah","-0.36","80.4262832597042","0.0728738072297985",NA
"2450Na ","-0.4","39.2391798285878","0.00109957764524587","0.00155503761878898"
"2455Jel","0.1","8.09453318865972","0.175469070440315","0.248150739193694"
"2456Pan","-0.24","53.7000619525421","0.535468198680141","0.109005105726227"
"2458PRY","-0.34","52.800271728524","0.536888212903178","0.229033180610004"
"2462DES","0.38","5.97752802849981","0.239827980194885","0.0421450191624937"
"2464MIN","-0.32","91.2079475590695","0.741367138229118","0.166381346900292"
"2466J20","-0.36","73.2357874014022","0.485191175121018","0.686163940199884"
"2477Beg","-0.02","11.075658260713","0","0"
