"site","lambda","likelihood","mean","stdev"
"0089Lag","-0.72","101.316860524382","0.746908815174457","0.182868269493702"
"0096Mor","-0.38","53.2930310377605","0.774959987760445","0.0395508164615263"
"0097Ser","-0.36","58.9827512974827","0.5","0.707106781186548"
"0107Mos","0.1","-1021.08308904276","0.0436480612795389","0.0277336708075834"
"0130Sao","-0.0800000000000001","-5.24543341304387","0.814543835472895","0.0959704341146911"
"0147Lag","0.0600000000000001","-1.66708790625335","0.597023035381877","0.0886003545695079"
"0150Lag","-0.44","11.2147819297624","0.24309636307749",NA
"0153Lag","-1.82","1503.21329109593","0","0"
"0154PS0","-0.26","71.4085432222578","0.17971629615597","0.0467733827912306"
"0155Tor","0.12","-4.32079898969252","0.121148986998235",NA
"0156Lag","0.4","-78.8958890030441","0.446390263410463","0.217853877603663"
"0158PTA","0.14","5.21072053025695","0.650178532530779","0.170932764661358"
"0159Rio","-2","2317.52069454713","0","0"
"0160Pun","-0.34","61.5398510543557","0.466095148724672","0.044430359070058"
"0162Pue","-0.82","135.046338568734","0.562590756279323","0.526481812465319"
"0542AZU","0","23.9975807524956","0.359793125328547","0.319800286279231"
"0786Lag","-2","252.628493642166","0",NA
"0787Lag","-2","234.002684870036","0","0"
"0788Lag","-2","253.539666983668","0",NA
"0838Lag","0.3","-316.159176171804","0.532352211821396","0.0912394951003462"
"0970LC0","0.4","-429.218294182531","0.249625420973118","0.0733194031684187"
"0971HH0","-0.46","671.079439987091","0.4738623827126","0.237707931050934"
"0972LCa","0.12","77.8058163545993","0.228556715649768","0.196556565061631"
"0973Lag","-0.26","436.673922891133","0.253388128501197","0.13866624970723"
"0974Lag","0.16","-614.55187121526","0.38111583022074","0.152566338598596"
"0975MLN","-2","44.9614138489401","0",NA
"0976LP0","0.0600000000000001","20.5419361554448","0.719590152210913","0.16235849593435"
"2140Cam","-0.18","-26.2986059857583","0.250635461276977","0.32067064665949"
"2207Can","-2","251.668090276215","0.164338605042221","0.0325279235780019"
"2221Lep","-2","2224.21659119503","0.656596656991228","0.183399664572803"
"2227Pue","0.0800000000000001","-4.25320920038387","0.279762644912264",NA
"2233Tre","0.0800000000000001","-472.577631991545","0.195116084042195","0.0928558823652653"
"2299Ara","-0.02","13.4268552987016","0.893429130276524","0.0893521575271584"
"2311Faz","0.4","1.79591027312939","1",NA
"2376Col","-0.16","52.3951580632975","0.163821807980907",NA
