# ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,REGION
1960,2429,Aero-1,54.101027,-72.516166,432,bog sediment,Sieved,concentration,author,central core,03/06/2021,182,BONA_E
1960,2430,Aero-5,54.101027,-72.516166,431,bog sediment,Sieved,concentration,author,central core,03/06/2021,182,BONA_E
1963,2433,Bouleau core,50.5239,-63.2073,108,bog sediment,Sieved,concentration,author,central core,16/07/2021,11,BONA_E
17,29,Beach Lake core,65.216667,-127.05,81,lake sediment,-777777,concentration,IMPD,-999999,07/05/2021,69,BONA_W
27,47,Maligne Lake core_14_24,52.708479,-117.608897,1675,lake sediment,-777777,concentration,Global Charcoal Database Version 4,-999999,07/05/2021,86,BONA_W
29,51,Ninisith Lake core 3,59.58,-113,225,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,145,BONA_W
29,53,Ninisith Lake core 5,59.58,-113,225,lake sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,145,BONA_W
37,63,Wilcox Pass core gtr30,52.24,-117.21,2355,lake sediment,-777777,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,64,BONA_W
38,64,Dog Lake core,50.76,-116.1,1183,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,17,BONA_W
162,211,Jackfish core,63.02,-136.47,655,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,11,BONA_W
164,213,Oops core,65.44,-147.63,488,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,11,BONA_W
166,215,Ruppert core,67.07,-154.24,230,lake sediment,Sieved,influx,IMPD,central core,07/05/2021,10,BONA_W
168,217,Code core,67.15,-151.86,250,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,10,BONA_W
169,218,Wild Tussock core,67.128,-151.382,290,lake sediment,Sieved,influx,IMPD,central core,07/05/2021,10,BONA_W
170,219,Last Chance core,67.07,-150.75,250,lake sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,10,BONA_W
171,220,7-M core,62.5,-113.72,213,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,149,BONA_W
172,221,Arrow core,60.75,-150.516667,90,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,149,BONA_W
173,222,Rock Lake core,60.416667,-150.25,285,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,149,BONA_W
175,224,Portage core,60.716667,-150.5333,75,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,149,BONA_W
244,297,Nicole Lake core,62.898592,-114.806868,300,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,152,BONA_W
245,300,Scotty Lake core_area,54.71,-101.68,305,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,10,BONA_W
375,447,Brenda Lake  core,62.35,-119.19,207,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,152,BONA_W
376,449,Andy Lake  core,61.95,-109.81,360,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,152,BONA_W
377,452,Jason  core,61.68,-107.78,120,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,152,BONA_W
378,454,Corral Lake core,57.32,-100.85,75,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,-999999,07/05/2021,152,BONA_W
931,1344,Crater Lake core,62.1,-146.238,806,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,113,BONA_W
1165,1383,McK,57.228333,-111.7,302,bog sediment,Sieved,concentration,author,central core,13/03/2020,181,BONA_W
1137,1424,Dimple core,69.956951,-150.201839,394,lake sediment,Sieved,influx,NOAA,central core,07/05/2021,15,BONA_W
1151,1431,Keche Lake core,68.017444,-146.923806,740,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,34,BONA_W
1160,1436,Little Isac core,67.93,-160.78,210,lake sediment,Sieved,influx,NOAA,central core,07/05/2021,15,BONA_W
1174,1446,Perch Lake core,68.941494,-150.499372,400,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,34,BONA_W
1179,1448,Raven core,68.009028,-162.035694,118,lake sediment,Sieved,concentration,IMPD,central core,07/05/2021,15,BONA_W
1191,1451,Tungak Lake core,61.43,-164.2,25,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,34,BONA_W
1194,1453,Upper Capsule Lake core,68.6286,-149.413528,800,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,34,BONA_W
1161,1470,Loon Lake core,67.92926944,-161.9669444,140,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,34,BONA_W
1206,1489,ANZ,56.471944,-111.042778,497,bog sediment,Sieved,concentration,author,central core,27/03/2020,181,BONA_W
1227,1519,SEB,53.476111,-114.878611,807,bog sediment,Sieved,concentration,author,marginal core,27/03/2020,181,BONA_W
1147,1530,Hudson Lake core count,61.897711,-145.670722,860,lake sediment,Sieved,count,NOAA,central core,07/05/2021,113,BONA_W
1147,1531,Hudson Lake core conc,61.897711,-145.670722,860,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,134,BONA_W
1240,1547,MIL,56.930556,-111.475,334,bog sediment,Sieved,concentration,author,central core,30/03/2020,181,BONA_W
1177,1550,Poktovik core count,68.02,-161.37,160,lake sediment,Sieved,count,NOAA,central core,07/05/2021,113,BONA_W
1177,1551,Poktovik core conc,68.02,-161.37,160,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,134,BONA_W
1202,1554,Salmo Lake Core A count,60.4455555,-133.5613888,866,lake sediment,Sieved,count,author,central core,07/05/2021,185,BONA_W
1202,1555,Salmo Lake Core A conc,60.4455555,-133.5613888,866,lake sediment,Sieved,concentration,author,central core,30/03/2020,134,BONA_W
1192,1558,Uchugrak core,68.05,-161.72,216,lake sediment,Sieved,count,NOAA,central core,07/05/2021,113,BONA_W
1192,1559,Uchugrak core conc,68.05,-161.72,216,lake sediment,Sieved,concentration,NOAA,central core,07/05/2021,134,BONA_W
1302,1677,NW 1 core,61.8459167,-122.4,120,bog sediment,Sieved,concentration,author,central core,,137,BONA_W
1344,1734,Lin core,61.48,-163.43,2,lake sediment,Sieved,raw count,author,central core,10/02/2021,212,BONA_W
1344,1735,Lin core conc,61.48,-163.43,2,lake sediment,Sieved,concentration,author,central core,10/02/2021,17,BONA_W
1375,1780,Fariya Lake core_micro,59.84833333,-111.2911111,225,lake sediment,pollen slide,influx,IMPD,-999999,15/02/2021,226,BONA_W
907,1782,Rainbow Lake core,59.8,-112.1666667,225,lake sediment,pollen slide,influx,IMPD,-999999,15/02/2021,226,BONA_W
1384,1791,Minnesota Plateau Lake core,62.541794,-146.238431,827,lake sediment,sieved,count,IMPD,-999999,15/02/2021,113,BONA_W
1392,1799,Super Cub Lake core,62.296611,-145.347172,486,lake sediment,sieved,count,IMPD,-999999,15/02/2021,113,BONA_W
1415,1829,Keyhole core,61.078,-138.375,826,lake sediment,-999999,influx,author,central core,15/02/2021,245,BONA_W
1416,1830,Upper Fly core_micro,61.04,-138.09,1326,lake sediment,Pollen slide,influx,author,central core,15/02/2021,246,BONA_W
1417,1832,Sulphur core_micro,60.959,-137.852,847,lake sediment,Pollen slide,influx,author,central core,15/02/2021,246,BONA_W
1418,1834,Aishihik WA01_micro,61.233,-136.917,1000,lake sediment,Pollen slide,concentration,author,-999999,15/02/2021,169,BONA_W
1467,1884,Epilobium Lake core,65.97248,-145.56712,366,lake sediment,Sieved,raw count,author,central core,18/02/2021,113,BONA_W
1469,1886,Jonah Lake core,66.068,-145.08488,-999999,lake sediment,Sieved,raw count,author,central core,18/02/2021,113,BONA_W
1470,1887,Landing Lake core,65.90337,-145.77707,394,lake sediment,Sieved,raw count,author,central core,18/02/2021,113,BONA_W
1472,1889,Lucky Lake core,66.01737,-145.52501,-999999,lake sediment,Sieved,raw count,author,central core,18/02/2021,113,BONA_W
1476,1893,Robinson Lake core,65.97158,-145.69925,-999999,lake sediment,Sieved,raw count,author,central core,18/02/2021,113,BONA_W
1477,1894,Screaming Lynx Lake core,66.06815,-145.4044,276,lake sediment,Sieved,raw count,author,central core,18/02/2021,113,BONA_W
1479,1896,Windy Lake core,66.04169,-145.75471,-999999,lake sediment,Sieved,raw count,author,central core,18/02/2021,113,BONA_W
1620,2056,Haircut Lake Core A count,60.515555,-133.205555,1000,lake sediment,Sieved,count,author,central core,08/05/2021,185,BONA_W
1620,2057,Haircut Lake Core A conc,60.515555,-133.205555,1000,lake sediment,Sieved,concentration,author,central core,12/03/2021,134,BONA_W
1637,2076,Jan Lake core_gtr125,63.56667,-143.9,485,lake sediment,Sieved,concentration,author,central core,08/05/2021,11,BONA_W
1643,2087,Marcella Lake Core Z count,60.0736111,-133.807777,697,lake sediment,Sieved,raw count,author,central core,19/03/2021,185,BONA_W
1643,2088,Marcella Lake Core A-Z composite,60.0736111,-133.807777,697,lake sediment,Sieved,concentration,author,central core,19/03/2021,299,BONA_W
1644,2089,SoT Core Z,66.0285,-147.549,256,lake sediment,Charcoal particles identified by imaging software,concentration,author,central core,19/03/2021,108,BONA_W
1646,2091,Mallard Lake core,51.287669,-101.324722,570,lake sediment,Sieved,concentration,NOAA,central core,19/03/2021,113,BONA_W
1785,2238,Deuce Lake core,65.51667,-147.5167,170,lake sediment,Charcoal particles identified by imaging software,influx,author,central core,28/04/2021,149,BONA_W
1786,2239,Dune Lake Core A,64.41667,-149.9,134,lake sediment,Charcoal particles identified by imaging software,influx,author,central core,28/04/2021,149,BONA_W
406,485,Lago Verde core,18.61,-95.34,149,lake sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,84,CEAM
684,779,Laguna Verde core,13.89,-89.78,1600,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,62,CEAM
685,780,Laguna Cuzcachapa core,13.98,-89.68,709,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,62,CEAM
687,782,Laguna Santa Elena core,8.56,-82.56,1100,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,62,CEAM
690,785,Laguna Pompal core,18.37,-94.95,700,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,148,CEAM
719,816,Cantarrana core,10.43,-84,36,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,140,CEAM
730,827,Laguna Bonillita core,9.99,-83.61,450,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,62,CEAM
738,835,Pie de Gigante core 1,11.38,-86.03,-777777,-777777,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,175,CEAM
739,836,Laguna Herradura core,22.01,-98.15,-777777,-777777,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,175,CEAM
751,848,Salvador core,18.795786,-70.886979,990,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,43,CEAM
752,849,Castilla core,18.7978,-70.8761,976,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,43,CEAM
1600,2030,Iztapa core,13.951908,-90.659736,10,bog sediment,-999999,concentration,Neotoma,-999999,04/03/2021,232,CEAM
1842,2297,Aguada de Petapilla 1989 core,14.86,-89.12,705,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,12/05/2021,52,CEAM
1845,2300,Bao-1 1997 core charcoal concentration,19.06,-71.03,1775,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,12/05/2021,134,CEAM
1848,2303,Cana Swamp 1,7.75,-77.58,500,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,12/05/2021,314,CEAM
1850,2305,Charco Verde core,11.47,-85.63,33,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,-999999,12/05/2021,240,CEAM
1867,2322,Lago Chirripo composite core,9.483,-83.496,3520,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,marginal core,12/05/2021,78,CEAM
1869,2324,Lago de las Morrenas core,9.48,-83.48,3480,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,12/05/2021,78,CEAM
1876,2332,Laguna Llana del Espino core,13.95,-89.52,700,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,12/05/2021,62,CEAM
1877,2333,Laguna Metapan core,14.30071,-89.477829,450,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,-999999,12/05/2021,13,CEAM
1879,2335,Laguna Volcan core,8.75,-82.68,1500,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,12/05/2021,134,CEAM
1880,2336,Laguna Zoncho charcoal ratio,8.81,-82.96,1190,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,12/05/2021,23,CEAM
1880,2337,Laguna Zoncho charcoal count,8.81,-82.96,1190,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,12/05/2021,140,CEAM
1887,2344,Lake Miragoane core,18.4,-73.05,20,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,12/05/2021,134,CEAM
1888,2345,Lake Nicaragua core LC-4,11.76258,-85.872528,30,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,marginal core,12/05/2021,13,CEAM
1894,2351,Lake Wodehouse core,7.65,-77.55,500,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-999999,12/05/2021,38,CEAM
1947,2415,Lake Aljojuca core,19.09113,-97.533602,2376,lake sediment,Charcoal particles identified by imaging software,concentration,author,-999999,26/05/2021,50,CEAM
15,26,Taylor OR long core,46.100556,123.906667,4,lake sediment,Sieved,concentration,IMPD,-999999,07/05/2021,11,CEAS
54,82,NG2,44.56,33.62,2,fluvial/alluvial sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,23,CEAS
55,83,Yaila-Crimea core,44.48,34.05,1205,buried organic sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,23,CEAS
79,111,Kunming CK3_conc,39.98,116.26,48.6,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,134,CEAS
80,112,Nanwangcun profile,37,118,10,fluvial/alluvial sediment,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,22,CEAS
81,113,Qindeli peat section,47.92,133.22,74,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,152,CEAS
84,117,Muchang peat section_conc,43.03,122.2,308.4,archaeological,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,134,CEAS
86,120,Daxigou profile,43.14,86.91,3450,other,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,22,CEAS
87,121,Lijiayuan section,36.11,104.85,1850,other,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,109,CEAS
88,122,Lingtai section,35,107.5,1400,soil,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,109,CEAS
91,127,Longgan Lake core,30.16,116.16,12.1,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-999999,07/05/2021,135,CEAS
198,247,Karakol core,42.83,77.39,2353,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,6,CEAS
248,305,Zagas Nuur core,48.5061,90.6099,2376,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,19/05/2021,149,CEAS
334,403,Kichikol core,39.98,73.55,2541,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,6,CEAS
335,404,Bakaly core,42.45,72.6,1879,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,6,CEAS
350,419,Sakhare core,41.58,45.31,800,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,152,CEAS
351,420,Kumisi core,41.58,44.83,469,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,152,CEAS
352,421,Tsavkisi core 1,41.68,44.71,1100,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,152,CEAS
353,422,Imera 2002 core,41.65,44.21,1610,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,152,CEAS
354,423,Aligol 2003 core,41.63,44.01,1550,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,152,CEAS
355,424,Ispani core,41.86,41.8,2,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,152,CEAS
452,537,Xujianan core,35.5,106,1620,loess,Charcoal separated by heavy liquid preparation,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,50,CEAS
481,567,Hatchodaira core,35.23,135.83,810,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,156,CEAS
482,568,Ofuke core,35.65,135.18,528,bog sediment,Sieved,concentration,Global Charcoal Database Version 4,-777777,04/06/2021,17,CEAS
644,739,BL05B core,44.917167,123.296333,69,lake sediment,-999999,concentration,Global Charcoal Database Version 4,central core,07/05/2021,11,CEAS
708,803,Caotanhu relic site core,44.42,113.02,380,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-999999,07/05/2021,22,CEAS
1119,1331,Airag Nuur Core,48.9087,93.3076,1030,lake sediment,Sieved,concentration,IMPD,central core,07/05/2021,113,CEAS
1127,1337,Bayan Nuur Core,48.4631,95.1604,1540,lake sediment,Sieved,concentration,IMPD,central core,07/05/2021,113,CEAS
1189,1409,Tsagaan Nuur Core,48.9118,94.867,1382,lake sediment,Charcoal particles identified by imaging software,concentration,author,central core,07/05/2021,113,CEAS
1153,1468,Kholboo Nuur Core,49.7014,91.0914,2570,lake sediment,Sieved,concentration,IMPD,central core,07/05/2021,113,CEAS
1348,1742,Baga Nuur core,49.9208,93.8493,981,lake sediment,sieved,raw count,IMPD,central core,11/02/2021,113,CEAS
1349,1743,Khundt Nuur core,49.9208,93.8493,1933,lake sediment,sieved,raw count,IMPD,central core,11/02/2021,113,CEAS
1423,1840,Path core,45.869,63.077,15,lake sediment,Pollen slide,concentration,author,central core,15/02/2021,169,CEAS
1491,1910,Crooked Pond core,41.891667,70.65,28,lake sediment,Sieved,concentration,author,-999999,01/03/2021,11,CEAS
1513,1932,Chichi peat core,42,128,1832,bog sediment,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,digitized from publication,-999999,04/03/2021,263,CEAS
1514,1933,Haerbaling peat core,43.3,128.6,550,bog sediment,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,digitized from publication,-999999,04/03/2021,263,CEAS
1516,1935,Yuanchi peat core,42,128.4,1282,bog sediment,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,digitized from publication,-999999,04/03/2021,263,CEAS
1528,1947,Dongxiafeng North profile,35.25,111.35,500,loess,Charcoal separated by heavy liquid preparation,concentration,digitized from publication,marginal core,04/03/2021,22,CEAS
1529,1948,Dongxiafeng South profile,35.15,111.35,500,loess,Charcoal separated by heavy liquid preparation,concentration,digitized from publication,marginal core,04/03/2021,22,CEAS
1531,1950,Jiangyangcun profile,34.47,107.88,685,loess,Charcoal separated by heavy liquid preparation,concentration,digitized from publication,marginal core,04/03/2021,22,CEAS
1537,1957,Jinchuan peat core_gao,42.3,126.4,614,bog sediment,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,digitized from publication,-999999,04/03/2021,263,CEAS
1541,1961,Erlongwan core,42.3,126.38,724,lake sediment,Pollen slide,concentration,author,central core,04/03/2021,22,CEAS
1557,1981,BD soil profile,33.66,107.795,,soil,Sieved,concentration,digitized from publication,-999999,04/03/2021,263,CEAS
1558,1982,BN soil profile,33.66,107.795,,soil,Sieved,concentration,digitized from publication,-999999,04/03/2021,263,CEAS
1559,1983,FD soil profile,33.66,107.795,,soil,Sieved,concentration,digitized from publication,-999999,04/03/2021,263,CEAS
1570,1997,Taibai Lake Core TN1_less125,30,115.81,10,lake sediment,Pollen slide,concentration,author,marginal core,04/03/2021,279,CEAS
1574,2001,Daihai Lake Core DH99a,40.53,112.67,1221,lake sediment,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,author,central core,04/03/2021,263,CEAS
1577,2004,Caohu Lake core,31.56,117.39,-999999,lake sediment,Pollen slide,concentration,digitized from publication,-999999,04/03/2021,128,CEAS
1583,2012,Gushantun profile,42,126,500,bog sediment,Pollen slide,concentration,digitized from publication,-999999,04/03/2021,123,CEAS
1584,2013,Hanlongwan,42.68,126.5,700,bog sediment,Pollen slide,concentration,digitized from publication,-999999,04/03/2021,123,CEAS
1589,2018,Zoige Basin core ZB18-C1,33.45,102.63,3467,bog sediment,Pollen slide,concentration,author,-999999,04/03/2021,25,CEAS
1590,2019,Changwu County XHC profile,35.15,107.93,-999999,soil,Charcoal separated by heavy liquid preparation,concentration,digitized from publication,-999999,04/03/2021,22,CEAS
1591,2020,Xiadawu core XDW3,35,99.26,3988,soil,Pollen slide,concentration,author,-999999,04/03/2021,22,CEAS
1592,2021,Tianchi Lake core GSA07-1,35.26,106.31,-999999,lake sediment,Pollen slide,concentration,author,central core,04/03/2021,22,CEAS
1593,2022,Hougongzhai section,35.68,107.58,-999999,soil,Pollen slide,concentration,digitized from publication,-999999,04/03/2021,124,CEAS
1650,2095,WQ‐1,45.616667,80.183333,1300,fluvial/alluvial sediment,Pollen slide,influx,Pangaea,central core,25/03/2021,28,CEAS
1763,2212,Jagaike core,35.24,135.45,640,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,16/04/2021,156,CEAS
1935,2397,OKM06 Core,34.48,135.93,712,lake sediment,sieved,concentration,author,central core,26/05/2021,11,CEAS
1964,2434,CP1,31.4,110.04,2120,bog sediment,pollen slide,count,author,central core,16/07/2021,123,CEAS
1969,2442,Doroo Nuur core,48.2459,90.6639,2394,lake sediment,Sieved,count,author,central core,19/07/2021,113,CEAS
99,135,Lattok core,65.956944,18.345,480,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,19/05/2021,149,EURO
100,136,Raigejegge core,66.156944,18.2133333,480,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,19/05/2021,149,EURO
104,140,Massaciuccoli composite,43.85,10.31,1,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,21,EURO
194,243,Lago di Origlio core,46.055556,8.944444,416,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,152,EURO
195,244,Lago di Muzzano core,45.994444,8.927778,337,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,152,EURO
196,245,Soppensee composite core (SO89-17),47.091667,8.0833333,596,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,152,EURO
216,267,Iso Lehmalampi core,60.35,24.6,106,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,75,EURO
223,275,Siles Lake core,38.4,-2.5,1320,lake sediment,Pollen slide,concentration,author,central core,07/05/2021,22,EURO
227,279,Etu-Mustajarvi core,60.98,25,157,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,75,EURO
277,335,Trygasen core,61.77,13.3,549,bog sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,16/03/2020,16,EURO
278,336,Lago Piccolo di Avigliana core,45.05,7.3833,356,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,19/05/2021,21,EURO
312,381,Artxilondo core,43.03,-1.13,900,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,152,EURO
314,383,LLM Chavannes core,46.84,2.36,150,bog sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,07/05/2021,149,EURO
315,384,Pla de l'Orri core,42.5,1.88,2100,bog sediment,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
316,385,Cuguron core,43.1,0.54,515,bog sediment,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
318,387,Lej da San Murrezzan core,46.49,9.84,1768,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,6,EURO
327,396,Biviere di Gela core,37.0167,14.33,7,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,6,EURO
723,405,Lago della Costa AP1,45.270278,11.743056,7,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,6,EURO
374,446,Lago del Greppo composite,44.11,11.66,1442,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,6,EURO
404,483,STV05,57.024167,14.813056,187,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,53,EURO
440,525,El Carrizal core,41.3185,-4.145,860,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,152,EURO
446,531,Griblje Marsh core,45.56,15.27,160,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,32,EURO
447,532,Canada de la Cruz core,38.0675,-2.6875,1595,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,13/11/2020,22,EURO
460,546,Gabarn core,43.17,-0.55,525,bog sediment,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,11,EURO
462,548,Gador core,36.9,-2.9167,1530,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,22,EURO
464,550,Kragso core,56.21,9.02,47,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
465,551,Lac du Lait core,45.31,6.81,2180,lake sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
466,552,Lac du Thyl core,45.24,6.49,2038,bog sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
468,554,Lac Miroir core,44.63,6.79,2214,-777777,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
471,557,Plan Bouchet core,45.24,6.56,2405,bog sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
472,558,Skanso core,56.51,8.83,8,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
477,563,LLMII,53.08,-9.21,270,bog sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,07/05/2021,65,EURO
491,577,Lovnas_B,66.310833,17.900833,515,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,19/05/2021,149,EURO
495,581,Steerenmoos core,47.8167,8.1833,1000,bog sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,07/05/2021,10,EURO
496,582,Lake Lucerne core,47.05,8.59,434,lake sediment,Charcoal particles identified by imaging software,influx,Global Charcoal Database Version 4,-777777,06/03/2020,66,EURO
533,621,MAMIII core,53.405608,-10.022521,250,lake sediment,Sieved,pollen concentration,Global Charcoal Database Version 4,central core,07/05/2021,164,EURO
534,623,Derrycunihy Wood core,52.01,-9.41,75,small hollow,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,134,EURO
535,624,Camillan Wood core,52.03,-9.56,17,small hollow,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,134,EURO
536,625,Mongan Bog core,53.33,-7.93,45,bog sediment,Sieved,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,164,EURO
