# ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,REGION
537,626,Abbeyknockmoy Bog core,53.44,-8.76,60,bog sediment,Sieved,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,164,EURO
540,629,Loch a'Phuinnd core,57.366667,-7.266667,10,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,134,EURO
541,630,Crag Lough core,55.006008,-2.3673827,250,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,marginal core,07/05/2021,124,EURO
542,631,Dallican Water core,60.39167,-1.1,56,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,07/05/2021,28,EURO
549,638,Anstey's Combe core,51.054451,-3.6747154,282,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,130,EURO
593,684,Pian Segna core,46.18,8.63,1162,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,1,EURO
594,685,Lago di Fimon core,45.4667,11.5333,23,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,19/05/2021,28,EURO
608,700,Lac du Loup core,45.18,6.53,2032,lake sediment,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
609,701,Gorgo Basso core GL3,37.61,12.65,6,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,6,EURO
622,714,Lake Ostrezko-2 core,42.13,23.46,2320,lake sediment,Sieved,concentration,author,central core,28/07/2021,45,EURO
624,716,Resnikov prekop core_gtr40,45.97,14.54,290,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-999999,07/05/2021,19,EURO
698,793,Lago Dell'Accesa composite,42.98793292,10.89512229,155,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,-777777,06/03/2020,11,EURO
747,844,Lago Perso core,44.92,6.8,1801,-777777,Sieved,influx,Global Charcoal Database Version 4,-777777,06/03/2020,149,EURO
758,855,Libouse core,44.59,6.32,1806,-777777,Pollen slide,pollen concentration,Global Charcoal Database Version 4,-777777,06/03/2020,54,EURO
766,863,Kapteinstjorn Siljan core,59.33,9.66,590,-777777,-777777,influx,Global Charcoal Database Version 4,-777777,06/03/2020,28,EURO
767,864,Kontolanrahka Bog core,60.79,22.77,80,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,9,EURO
769,866,Dallund So core,55.48,10.26,12,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,28,EURO
772,869,Slowinskie Blota SL4,54.58,16.92,20,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,134,EURO
776,873,Lago Alimini Piccolo core,40.18,18.43,1,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,124,EURO
779,876,Pena da Cadela core,42.83,-7.17,970,bog sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,marginal core,07/05/2021,126,EURO
780,877,Fuldera core,46.61,10.36,1822,bog sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,07/05/2021,28,EURO
781,878,Halledammen Hallands Vadero core,56.44,12.57,,-777777,-777777,influx,Global Charcoal Database Version 4,-777777,06/03/2020,28,EURO
783,880,Les Amburnex Mire monolith,46.53972,6.231667,1370,bog sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,07/05/2021,164,EURO
793,890,Kentra Moss core,56.75,-5.83,10,bog sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,28,EURO
795,892,Kinloch monolith,57.025431,-6.299902,-888888,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,134,EURO
798,895,Loch of Torness core,58.778977,-3.292225,15,lake sediment,-999999,influx,Global Charcoal Database Version 4,-999999,07/05/2021,28,EURO
805,902,Tourbiere du Peschio core,44.45,3.6,1370,bog sediment,-777777,concentration,EPD,central core,07/05/2021,134,EURO
806,903,Tourbiere des Narses Morte core,44.43,3.6,1400,bog sediment,-777777,concentration,EPD,central core,07/05/2021,134,EURO
807,904,Tourbiere de La Lande core,43.56,2.96,1040,bog sediment,Pollen slide,concentration,EPD,central core,07/05/2021,134,EURO
808,905,Torveraz core 2,45.695696,6.863743,2345,bog sediment,Pollen slide,concentration,EPD,central core,07/05/2021,134,EURO
809,906,Steregoiu core,47.81,23.54,790,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,134,EURO
810,907,Sagistalsee core,46.68,7.98,1953,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,134,EURO
811,908,Loch Laxford core LL7C,58.36,-5,0,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,marginal core,07/05/2021,134,EURO
812,909,Laghi dell'Orgials core,44.23,7.13,2240,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,marginal core,07/05/2021,134,EURO
819,916,FLB 6B,60.146022,-2.093045,170,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,134,EURO
841,938,Asi Gonia core,35.24877338,24.27749991,780,bog sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,07/05/2021,164,EURO
867,965,El Tiemblo core,40.3575,-4.5263,1250,bog sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,20/04/2020,13,EURO
870,968,Lanzahita core,40.2222,-4.9358,588,bog sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,11,EURO
879,977,Candieira (Charco da Candieira) core,40.3436,-7.5781,1409,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,22/04/2020,129,EURO
881,979,Castello Lagoon core EM,42.281556,3.099528,2.4,other,Sieved,concentration,Global Charcoal Database Version 4,central core,13/11/2020,22,EURO
882,980,Espinosa de Cerrato core,41.9567,-3.935,885,other,Pollen slide,influx,Global Charcoal Database Version 4,central core,20/04/2020,28,EURO
883,981,Laguna de Rio Seco core,37.052057,-3.34581,3020,lake sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,03/04/2020,11,EURO
885,983,Tubilla del Lago core,41.8084,-3.5727,900,bog sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,07/05/2021,28,EURO
887,985,Co1260,41.19122531,22.7326385,144,-777777,Pollen slide,influx,Global Charcoal Database Version 4,-777777,06/03/2020,28,EURO
888,986,Pena Negra core,40.3347,-5.7922,1000,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,6,EURO
890,988,Fuente de la Leche core,40.3468,-5.0569,1382,bog sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,28,EURO
814,1340,Bruckmisse_BRM1,48.7325,8.6442,670,bog sediment,Pollen slide,concentration,EPD,-999999,07/05/2021,134,EURO
815,1343,Brurskardtjorni core,61.416667,8.666667,1309,lake sediment,Sieved,concentration,EPD,central core,07/05/2021,134,EURO
1134,1345,Crudale Meadow core,59.01,-3.32,9,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 3,central core,07/05/2021,146,EURO
792,1351,Fenton Cottage core,53.840005,-2.92842979,200,bog sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,19/05/2021,164,EURO
463,1363,Kis-Mohos Ro Core,48.4,20.4,310,bog sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,13/03/2020,149,EURO
592,1375,LUC-1,45.55,10.48,249,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,marginal core,13/03/2020,1,EURO
543,1378,Loch a'Bhogaidh Core,55.725,-6.403333,65,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,152,EURO
474,1379,Lough Mullaghlahan core,54.775,-8.466944,40,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,146,EURO
550,1385,Migneint Core,52.82,-3.82,440,bog sediment,Sieved,concentration,Global Charcoal Database Version 4,central core,07/05/2021,45,EURO
595,1395,Piano PIA 1,46.32,8.62,1439,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,13/03/2020,1,EURO
746,1406,Storasjo core,56.93333,15.26667,225,bog sediment,Sieved,concentration,Global Charcoal Database Version 4,marginal core,07/05/2021,134,EURO
270,1434,Lilla Gloppsjon Core,59.802778,14.627778,198,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,07/05/2021,16,EURO
547,1437,Long Breach Core,51.06587,-3.6874017,341,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,19/05/2021,43,EURO
1187,1450,Sudenpesä Hollow core,61.1833,25.15,167,small hollow,Sieved,concentration,author,central core,13/03/2020,17,EURO
1180,1462,Rentukka Hollow core,61.1923,25.1526,150,small hollow,Sieved,concentration,author,central core,13/03/2020,17,EURO
475,1471,Lough Nabraddan core,55.0167,-8.35,20,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,07/05/2021,146,EURO
1168,1472,Mogielica_micro,49.6659056,20.27990583,845,bog sediment,Pollen slide,influx,author,central core,13/03/2020,21,EURO
476,1476,Altar Lough core,55.0167,-8.4,30,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,07/05/2021,146,EURO
1128,1481,BIALOWI1_micro,52.7519,23.8789,165,small hollow,Pollen slide,concentration,author,central core,07/05/2021,126,EURO
816,1501,Dalmutladdo core,69.166667,20.716667,355,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,07/05/2021,28,EURO
1214,1503,GzII,53.8725,21.21972222,155,bog sediment,Pollen slide,concentration,author,central core,27/03/2020,6,EURO
1216,1505,Gleboczek core,53.868066,18.209629,110,bog sediment,Pollen slide,concentration,author,central core,27/03/2020,6,EURO
1218,1509,Jaczno core,54.276971,22.876204,164,bog sediment,Pollen slide,concentration,author,central core,07/05/2021,6,EURO
1221,1513,LIN micro,53.187352,18.309571,90,bog sediment,Pollen slide,concentration,author,central core,27/03/2020,6,EURO
1223,1515,MW1,54.331974,22.441504,200,bog sediment,Pollen slide,concentration,author,central core,27/03/2020,6,EURO
545,1520,Sidlings Copse core,51.782709,-1.193905,53,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,-999999,07/05/2021,152,EURO
207,1526,Black Loch I,56,-3,90,lake sediment,Pollen slide,influx,author,central core,30/03/2020,28,EURO
1242,1561,Bagno Kusowo 2010 core micro,53.8077778,16.58722222,155,bog sediment,Pollen slide,concentration,author,central core,07/05/2021,6,EURO
1243,1564,OdI,51.7713889,10.56777778,811,bog sediment,Sieved,concentration,author,marginal core,30/03/2020,137,EURO
1244,1565,Araisu lake (LVmic),57.250912,25.289886,120.2,lake sediment,Pollen slide,influx,author,central core,28/07/2021,2,EURO
1244,1566,Araisu lake (LVmac),57.250912,25.289886,120.2,lake sediment,Sieved,raw count,author,central core,28/07/2021,134,EURO
1246,1569,Gorenje jezero - core 1,45.74,14.4083,550,fluvial/alluvial sediment,Pollen slide,pollen concentration,author,marginal core,07/05/2021,126,EURO
1248,1574,Lake Lielais Svetinu (LVmic),56.760682,27.149276,96.2,lake sediment,Pollen slide,influx,author,central core,28/07/2021,2,EURO
450,1575,Mlaka_core,45.5,15.1219,150,other,Pollen slide,pollen concentration,author,central core,07/05/2021,126,EURO
1249,1576,Naava hollow (FImic),61.241389,25.056111,156,small hollow,Pollen slide,concentration,author,central core,28/07/2021,3,EURO
1249,1577,Naava hollow (FImac),61.241389,25.056111,156,small hollow,Sieved,raw count,author,central core,28/07/2021,134,EURO
1250,1578,Noricka graba core,46.62,16.0075,240,fluvial/alluvial sediment,Pollen slide,pollen concentration,author,central core,07/05/2021,126,EURO
599,1581,Prapoce_core,45.42,14.1223,480,fluvial/alluvial sediment,Pollen slide,pollen concentration,author,central core,07/05/2021,126,EURO
1252,1582,Teici bog (LVmac),56.622408,26.440808,114,bog sediment,Sieved,raw count,author,central core,28/07/2021,134,EURO
1253,1583,Bricu lake (LVmac),57.115374,25.870619,208.4,lake sediment,Sieved,raw count,author,central core,28/07/2021,134,EURO
1129,1587,B-BII_2014_micro,49.7542,19.79435,675,bog sediment,Pollen slide,concentration,author,central core,07/05/2021,21,EURO
1255,1590,Buhaiescu Mare core,47.57,23.6433,1918,lake sediment,Sieved,concentration,author,central core,08/04/2020,13,EURO
817,1591,Durchenbergried core,47.783333,8.983333,432,bog sediment,Pollen slide,concentration,EPD,central core,19/05/2021,134,EURO
1256,1593,Griblje GRIB1,45.5675,15.2819,160,bog sediment,Pollen slide,influx,author,central core,07/05/2021,28,EURO
1257,1595,Kammekka hollow (FImic),61.2425,25.055278,156,small hollow,Pollen slide,concentration,author,central core,28/07/2021,3,EURO
1257,1596,Kammekka hollow (FImac),61.2425,25.055278,156,small hollow,Sieved,raw count,author,central core,28/07/2021,134,EURO
1258,1598,Lilaste lake (LVmac),57.179,24.351639,0.5,lake sediment,Sieved,influx,author,central core,28/07/2021,134,EURO
1259,1599,Na mahu  core,45.97,14.5389,290,lake sediment,Pollen slide,influx,author,central core,07/05/2021,28,EURO
1260,1601,Trikatas lake (LVmic),57.54116,25.714468,50,lake sediment,Pollen slide,influx,author,central core,28/07/2021,2,EURO
1260,1602,Trikatas lake (LVmac),57.54116,25.714468,50,lake sediment,Sieved,raw count,author,central core,28/07/2021,134,EURO
1261,1604,VALDECON,40.8622,-4.0597,1380,bog sediment,Pollen slide,concentration,PANGAEA,central core,07/05/2021,134,EURO
1263,1612,PRD4,42.5333,-8.5167,260,soil,Sieved,per unit weight,author,-888888,07/05/2021,141,EURO
1263,1613,PRD5,42.5333,-8.5167,275,soil,Sieved,per unit weight,author,-888888,07/05/2021,141,EURO
1265,1616,El Brezosa core_macro,39.3491,-4.3611,733,bog sediment,Sieved,concentration,author,central core,20/04/2020,11,EURO
1266,1618,El Perro mire core,39.0513,-4.7596,690,bog sediment,Sieved,concentration,author,-777777,20/04/2020,11,EURO
1267,1621,Las Vinuelas core_micro,39.3744,-4.4884,761,bog sediment,Pollen slide,concentration,author,central core,20/04/2020,6,EURO
1270,1631,Baza section,37.2333,-2.7,1900,bog sediment,Pollen slide,concentration,author,marginal core,14/04/2020,6,EURO
1276,1639,Bermu Mire core_small,39.4341,-4.146,783,bog sediment,Pollen slide,influx,author,central core,,187,EURO
1278,1644,Verdeospesoa core,43.055,-2.8614,1015,bog sediment,Sieved,influx,author,central core,,28,EURO
1279,1645,El Redondo core u125,40.2214,-5.6569,1765,bog sediment,Pollen slide,raw count,author,central core,,188,EURO
1280,1647,Vapsko-2 core,42.07,23.5245,2120,bog sediment,Sieved,concentration,author,central core,,13,EURO
1282,1649,PozoN_2015 core,40.3532,-4.5516,1600,bog sediment,Pollen slide,concentration,author,central core,,13,EURO
1284,1651,Lake Oltina core,44.14,27.6308,40,lake sediment,Sieved,concentration,author,central core,,13,EURO
1286,1653,Las Animas Mire core_micro,36.6858,-5.03,1403,bog sediment,Pollen slide,influx,author,central core,,187,EURO
1287,1655,Lake Stiucii core,46.97,23.8997,240,lake sediment,Sieved,concentration,author,central core,,13,EURO
1289,1658,Aguas Frias core,40.2667,-5.1167,1120,bog sediment,Sieved,influx,author,central core,,28,EURO
1290,1659,Arbarrain Mire core,43.2114,-2.1729,1004,bog sediment,Sieved,influx,author,central core,,189,EURO
1291,1660,Akali_mire,58.408056,27.231944,30.5,bog sediment,Pollen slide,concentration,author,marginal core,,134,EURO
1292,1661,El Payo core_50,40.2535,6.7712,1000,bog sediment,Pollen slide,influx,author,central core,,190,EURO
1296,1669,Kiilaspere_bog,58.796944,24.436111,22.6,bog sediment,Pollen slide,raw count,author,central core,,137,EURO
1297,1670,Koivasoo_bog,58.908611,22.199444,27.5,bog sediment,Pollen slide,raw count,author,central core,,137,EURO
1298,1671,Lasva_lake,57.859444,27.175,72.2,lake sediment,Pollen slide,concentration,author,central core,,134,EURO
1300,1675,Maardu_lake,59.441667,25,31.3,lake sediment,Pollen slide,raw count,author,central core,,137,EURO
1301,1676,Mustjarve_bog,59.076944,24.099722,38.9,bog sediment,Pollen slide,raw count,author,central core,,137,EURO
1303,1678,Parika_bog,58.490278,25.774167,48.5,bog sediment,Pollen slide,raw count,author,central core,,137,EURO
1304,1679,Plaani_lake,57.676944,27.077222,244.1,lake sediment,Pollen slide,concentration,author,central core,,134,EURO
1305,1680,Rouge-Tougjarv_core,57.738889,26.905,109,lake sediment,Pollen slide,concentration,author,central core,,134,EURO
1306,1681,Surusoo_bog,58.529722,22.423056,43,bog sediment,Pollen slide,raw count,author,central core,,137,EURO
1307,1682,Ruila_lake_less100,59.175833,24.429722,41.6,lake sediment,Pollen slide,concentration,author,central core,07/05/2021,194,EURO
825,1684,Vedruka_bog,58.330278,22.060556,21,bog sediment,Pollen slide,raw count,author,central core,,137,EURO
1309,1686,Verijarv_lake,57.808333,27.058333,90,lake sediment,Pollen slide,concentration,author,central core,,134,EURO
1311,1689,FPB core,40.2363,-4.9776,1343,bog sediment,Sieved,influx,author,central core,,189,EURO
1312,1690,Manaderos core,40.3424,-4.6939,1292,bog sediment,Sieved,concentration,author,central core,,134,EURO
1313,1691,Marbore composite,42.69563056,0.040019444,2612,lake sediment,Pollen slide,concentration,author,central core,13/11/2020,76,EURO
1315,1694,BSM08,42.54527,0.3255,1906,lake sediment,Pollen slide,concentration,author,central core,13/11/2020,76,EURO
1317,1697,VdL PB2_100minus,37.057965,-8.074734,2.3,estuarine sediment,Pollen slide,influx,author,-999999,07/05/2021,195,EURO
1318,1699,ADP 01_06_100minus,37.110107,-8.34459,2.4,estuarine sediment,Pollen slide,influx,author,-999999,07/05/2021,195,EURO
1319,1701,Abi 05_07_100minus,37.151969,-8.594376,0.6,estuarine sediment,Pollen slide,influx,author,-999999,07/05/2021,195,EURO
1320,1703,BdlC-01,37.0506,-3.3233,2992,bog sediment,Sieved,concentration,author,central core,07/05/2021,134,EURO
1321,1704,LdlM 10-02,37.0597,-3.4168,2497,lake sediment,Sieved,concentration,author,central core,13/11/2020,134,EURO
1322,1705,LdlMo composite,37.0597,-3.3147,2889,lake sediment,Sieved,count,author,central core,07/05/2021,137,EURO
1323,1707,Puerto del Pico core_micro,40.3233,-5.0145,1395,bog sediment,Pollen slide,concentration,author,central core,13/11/2020,188,EURO
1324,1708,Calineasa core,46.5631,22.8292,1300,bog sediment,Pollen slide,concentration,author,central core,10/02/2021,6,EURO
1329,1713,Kumata-1,42.5904,23.2519,1770,bog sediment,Pollen slide,concentration,author,central core,10/02/2021,3,EURO
1336,1723,Ahlequellmoor core,51.73,9.51,300,bog sediment,Pollen slide,raw count,author,central core,10/02/2021,137,EURO
1337,1724,BK-2C,41.73,24.14,1547,bog sediment,Pollen slide,raw count,author,central core,10/02/2021,137,EURO
1340,1729,Kahala_lake core,59.48674,25.531503,33.2,lake sediment,Pollen slide,concentration,author,central core,10/02/2021,134,EURO
1343,1733,BSII,51.176363,23.526241,173,bog sediment,sieved,concentration,author,marginal core,10/02/2021,137,EURO
1352,1747,Lake Stiol core,47.57,24.8136,1670,lake sediment,Sieved,concentration,author,central core,11/02/2021,13,EURO
1358,1754,Kilden core,70.67,23.64,15,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,11/02/2021,164,EURO
1364,1762,Njargajavri core,69.86666667,27.16666667,355,lake sediment,Charcoal particles identified by imaging software,raw count,author,-999999,11/02/2021,137,EURO
1446,1863,Taul Muced core,47.5739,24.5446,1340,bog sediment,Sieved,concentration,author,central core,16/02/2021,13,EURO
1465,1882,LC,54.295,22.0592,147,bog sediment,Pollen slide,influx,author,marginal core,18/02/2021,253,EURO
1636,2075,Gourte Mires core,51.06,-3.67,291,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,18/03/2021,130,EURO
1641,2083,Viitna_Pikkjarv core 55_less100,59.446389,26.010556,76.5,lake sediment,Pollen slide,concentration,author,central core,18/03/2021,195,EURO
1647,2092,Balywillin Crannog core,52.775,-7.4167,20,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,marginal core,25/03/2021,43,EURO
1655,2100,Derragh bog core,53.7667,-7.4167,70.5,bog sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,25/03/2021,43,EURO
1656,2101,Derragh Lough core,53.7611,-7.5778,62,lake sediment,Pollen slide,concentration,Global Charcoal Database Version 4,central core,25/03/2021,43,EURO
1660,2105,Lake Salet core,53.94,21.3224,132,lake sediment,Pollen slide,influx,author,central core,25/03/2021,211,EURO
1679,2125,Grosser Treppelsee core,52.1438,14.451,52.2,lake sediment,Pollen slide,concentration,author,central core,25/03/2021,134,EURO
1684,2130,Loch an Amair core,57.28,-4.89,315,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,25/03/2021,84,EURO
1686,2132,Lochan na h-Inghinn core,58.25,-5.09,65,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,25/03/2021,84,EURO
1687,2133,Reidh-lochan core,58.03,-4.12,160,lake sediment,Sieved,influx,Global Charcoal Database Version 4,central core,25/03/2021,84,EURO
1702,2147,MD95-2042 core_count,37.75,-10.16,-3146,marine sediment,Charcoal particles identified by imaging software,concentration,Global Charcoal Database Version 3,-888888,08/05/2021,22,EURO
1719,2166,Lake Orijarvi core,61.662891,27.211239,89.7,lake sediment,Pollen slide,influx,Global Charcoal Database Version 4,central core,26/03/2021,21,EURO
1722,2169,Belauer composite core,54.1,10.2533,26,lake sediment,-999999,influx,author,central core,30/03/2021,211,EURO
1723,2170,Dubrava MS15,48.8673,17.1024,190,bog sediment,Pollen slide,influx,author,central core,30/03/2021,28,EURO
1725,2172,Gasak II profile,52.46,19.391266,81,bog sediment,Pollen slide,influx,author,central core,30/03/2021,311,EURO
1726,2173,Golebiewo I core,54.45,18.5,130,bog sediment,Pollen slide,influx,author,central core,30/03/2021,211,EURO
1727,2174,Grosser Krebssee composite,52.85,14.0993,5,lake sediment,-999999,influx,author,-999999,30/03/2021,211,EURO
1728,2175,Iezerul Sadovei core,47.6,25.44944444,930,lake sediment,Sieved,influx,author,central core,30/03/2021,189,EURO
1729,2176,Jagniecy Potok core,50.85,15.36,850,bog sediment,Pollen slide,influx,author,central core,30/03/2021,23,EURO
1730,2177,Profile B_2007,52.5,19.494999,72,lake sediment,Pollen slide,influx,author,central core,30/03/2021,311,EURO
1734,2181,Ruskowiejskie core,53.95,21.3117,144,lake sediment,Pollen slide,influx,author,central core,30/03/2021,211,EURO
1738,2185,PM2,47.87,18.4653,123,bog sediment,Pollen slide,influx,author,central core,30/03/2021,28,EURO
1740,2188,Suminko core,54.18,17.798333,163,lake sediment,Pollen slide,influx,author,central core,30/03/2021,28,EURO
1741,2189,Litzelsee core,47.77,8.9306,413,lake sediment,Pollen slide,influx,author,central core,30/03/2021,211,EURO
1742,2190,Rasna core,49.23,15.37,676,bog sediment,Pollen slide,influx,author,central core,30/03/2021,211,EURO
1743,2191,Semenic profile,45.18,22.05944444,1500,bog sediment,Pollen slide,influx,EPD,central core,30/03/2021,211,EURO
1746,2194,Prasilske composite,49.06,13.4,1079,lake sediment,-999999,influx,author,central core,08/04/2021,211,EURO
1751,2200,Penningholmen core_macro,66.03,17.43,425,soil,Sieved,concentration,author,central core,16/04/2021,134,EURO
1753,2202,Juodonys core,55.74,25.44,20,bog sediment,Pollen slide,influx,author,central core,16/04/2021,164,EURO
1754,2203,CMB9,42.505,1.306111,1821,lake sediment,Pollen slide,concentration,author,central core,16/04/2021,123,EURO
1767,2218,Lago di Pergusa core,37.51,14.3,674,lake sediment,Pollen slide,pollen concentration,Global Charcoal Database Version 4,central core,16/04/2021,68,EURO
1787,2240,Eustach core,50.890667,14.428425,387,bog sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1788,2241,Krepelcí dul core,50.931874,14.438233,357,bog sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1791,2244,Polomovy dul core,50.882869,14.317496,313,bog sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1793,2246,Pravcicky dul core,50.884236,14.296834,382,bog sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1794,2247,Puklina core,50.932394,14.439768,386,buried organic sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1795,2248,Raseliniste Jizery core,50.861706,15.301881,843,bog sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1796,2249,Stara jimka SJH,49.068764,13.402947,1129,lake sediment,Sieved,concentration,author,marginal core,28/04/2021,11,EURO
1798,2251,Vlcek core,50.039798,12.731939,769,bog sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1799,2252,Zofinsky prales core,48.664442,14.705347,785,bog sediment,Sieved,concentration,author,central core,28/04/2021,11,EURO
1801,2254,Tajga core,50.0261,12.680355,817,bog sediment,Sieved,concentration,author,central core,29/04/2021,11,EURO
1805,2260,JC11_K5,53.87417,18.23667,109,lake sediment,sieved,count,Pangaea,central core,04/05/2021,137,EURO
1806,2261,Dalane core,58.244167,8.004445,40,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1807,2262,Holebudalen core,59.841389,6.008611,1144,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1808,2263,Lille Kjelavatn core,59.796111,7.001944,978,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1809,2264,Flotatjonn core,59.67027,7.54055,890,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1810,2265,Bjornfjelltjorn core,68.44416,18.07166,510,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1811,2266,Litlvatnet core,68.52694,14.93083,106,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1812,2267,Myrvatnet core,68.66055,16.38138,197,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1813,2268,Gammelheimenvatnet core,68.48222,17.75944,290,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1814,2269,Vuoskkujarvi core,68.34555,19.1,384,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1815,2270,Grauthelleren core,58.14416,7.91361,80,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1816,2271,Kinnshaugen core,61.10833,10.35916,591,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1817,2272,Lisletonn core,59.34361,7.305,520,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1818,2273,Morttjern core,59.05972,11.61777,227,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1819,2274,Masatjornet core,61.5625,10.26777,841,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1820,2275,Reiarsdalsvatn core,58.32638,7.78583,245,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1821,2276,Ratasjoen core,62.26666,9.83333,1169,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1822,2277,Storsandvatnet core,63.4575,8.45444,106,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1823,2278,Svartvatnet core,63.35138,8.87777,183,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1824,2279,Tiavatnet core,63.05972,9.41694,464,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1825,2280,Oygardtjonn core,59.62583,7.98666,665,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1826,2281,Isbenttjorn core,59.765,0.43444,787,lake sediment,pollen slide,count,EPD,central core,04/05/2021,137,EURO
1833,2288,BEAT core,57.259899,-4.9661087,270,small hollow,Pollen slide,influx,Global Charcoal Database Version 4,central core,04/05/2021,28,EURO
1835,2290,Vernay core,47.261944,4.079167,595,bog sediment,pollen slide,count,EPD,central core,05/05/2021,137,EURO
