"site","lambda","likelihood","mean","stdev"
"0007Hoo","-1.08","945.014394522222","0.238423231075282","0.202529363622344"
"0047Mal","0.64","-9.65772866515538","0.646240291601678","0.0717448590663993"
"0096Mor","-0.38","53.2930310377605","0.774959987760445","0.0395508164615263"
"0097Ser","-0.36","58.9827512974827","0.5","0.707106781186548"
"0098Ser","-0.04","2.11469560860241","0.5","0.707106781186548"
"0130Sao","-0.0800000000000001","-5.24543341304387","0.814543835472895","0.0959704341146911"
"0147Lag","0.0600000000000001","-1.66708790625335","0.597023035381877","0.0886003545695079"
"0159Rio","-2","2317.52069454713","0","0"
"0173Max","0","8.39570905400545","0.308615918457788",NA
"0193Pix","-0.04","-2.93595096364359","0.273286203193767","0.248941264215473"
"0218Wil","-0.0999999999999999","-198.061807379171","0.693902457894887","0.164281522723206"
"0253Coo","-0.2","-106.293200225731","0.466787920596466","0.138025218149988"
"0254Roc","-0.18","-49.1866773155349","0.229949114190499","0.11965300616131"
"0265ELA","0.0600000000000001","-165.224356948524","0.43352549988195","0.151725672337569"
"0271Nor","-0.16","37.1934827730976","0.258620630720962","0.0693722989999722"
"0275Sil","0.16","3.84262705258487","NaN",NA
"0279Etu","0.38","-8.0861910555613","0.541722859706368",NA
"0321Eno","0.32","-24.7298058776649","0.59877524627354",NA
"0377Pes","-0.52","256.89135253751","0.49117185237097","0.0784511017901683"
"0388Sar","0.1","2.4219007439664","0.281442712104295","0.139307673713664"
"0389San","-0.24","39.0311305556105","0.683947083046056","0.216206653100482"
"0449And","-0.24","73.5324251334816","0.642398122138877","0.263879551715826"
"0462Ain","0.26","3.04017761528633","0.736980766404034","0.236116260726398"
"0485Lag","0","11.7355692135097","0.368017875334598","0.454945038971723"
"0510War","0.46","-138.303514097981","0.398985288397336","0.0634413456767236"
"0511War","0.16","5.8181434147299","1",NA
"0525El ","0.14","-6.8305937382296","0.996364490414274",NA
"0532Can","0.3","-8.68010404987103","0.667114066889731",NA
"0554Lac","-0.54","472.058249684752","0.0120859565577426","0.0362578696732278"
"0608Plu","-0.7","112.23678559052","0.428559889956994","0.316396493817199"
"0621MAM","-0.0999999999999999","61.7555328670264","0.835761507131347","0.171126269750348"
"0780Lag","0.26","2.69422489358331","0.0658587952874562",NA
"0782Lag","0.64","-0.229638770979134","0.633316502252085","0.214728439008209"
"0783Mar","0.0600000000000001","-32.6908550217491","0.101358679574188","0.175558382810587"
"0785Lag","0.16","6.29347736541528","0.212045757158368",NA
"0790Car","0.22","-3.18382180692826","0.702037125909175","0.141418123896006"
"0816Can","-0.2","26.4593222505034","0.333333333333333","0.577350269189626"
"0835Pie","-0.22","12.8734963000648","0.731037031670009","0.211663182644558"
"0836Lag","0.02","-24.7452015029569","0.818083499474231","0.129641960242912"
"0847Yag","0.26","-13.3886628825048","0.164999011161371","0.233343839362561"
"0848Sal","0.18","3.44574899883356","0.374522196901258","0.188182732290568"
"0849Cas","0.16","-12.0038471926402","0.271681164602203","0.165197065334836"
"0876Pen","0.26","-28.4897967596249","0.401317334071063","0.192212535793718"
"0902Tou","0.2","19.215890351947","0.377103905045429","0.173750401967146"
"0903Tou","0.18","-3.83276240668917","0","0"
"0904Tou","-0.18","13.4965684903026","0.934958688809384","0.0509263788049734"
"0965El ","-0.46","5.73844646152187","NaN",NA
"0","0","0","0","0"
"0973Lag","-0.26","436.673922891133","0.253388128501197","0.13866624970723"
"0974Lag","0.16","-614.55187121526","0.38111583022074","0.152566338598596"
"0977Can","0.46","2.82084087499904","NaN",NA
"0979Cas","-0.66","146.049298957903","0.841309227551778","0.205002823962865"
"0981Lag","-0.14","158.267147762658","0.336762059538555","0.312306787844161"
"0986Pen","0","2.22969107215027","NaN",NA
"0988Fue","0.14","2.59536142233628","0.612725787801418",NA
"0","0","0","0","0"
"1331Air","-1.28","279.740519923793","0.0742524720443716","0.237286458652904"
"1332Air","-2","480.683603883991","0.98636962920101","0.0225001196925873"
"1333Air","-1.16","241.907767969578","0.344649325690295","0.47714505824111"
"1335Avr","-0.04","-151.193184987842","0.277575644458402","0.169769844074527"
"1336Bat","0.36","-12.5001917381863","0","0"
"1337Bay","0.0600000000000001","-46.9115185475476","0.212362543411588","0.339149236639699"
