"site","lambda","likelihood","mean","stdev"
"0485Lag","0","11.7355692135097","0.368017875334598","0.454945038971723"
"0779Lag","0.04","20.159646242983","0.361264264204821",NA
"0780Lag","0.26","2.69422489358331","0.0658587952874562",NA
"0782Lag","0.64","-0.229638770979134","0.633316502252085","0.214728439008209"
"0785Lag","0.16","6.29347736541528","0.212045757158368",NA
"0816Can","-0.2","26.4593222505034","0.333333333333333","0.577350269189626"
"0827Lag","-0.4","43.4981937907194","0.0951553594139161","0.0914294785607537"
"0835Pie","-0.22","12.8734963000648","0.731037031670009","0.211663182644558"
"0836Lag","0.02","-24.7452015029569","0.818083499474231","0.129641960242912"
"0848Sal","0.18","3.44574899883356","0.374522196901258","0.188182732290568"
"0849Cas","0.16","-12.0038471926402","0.271681164602203","0.165197065334836"
"2030Izt","0.16","7.00662601011183","0.157914078381352",NA
"2297Agu","-0.3","42.8847496492086","0","0"
"2300Bao","0.38","-8.99051063395475","0.509170864608431","0.39078747675097"
"2303Can","-0.14","17.9634205269896","0","0"
"2305Cha","0.28","-52.3623077932028","0.169052301180872","0.0802547509141114"
"2322Lag","0.12","3.32115102900853","0.719403676528259","0.0488247884825202"
"2324Lag","-0.02","19.6470038948122","0.651438204629574",NA
"2332Lag","0.14","12.6439434713392","0.208223636496662","0.360653917748972"
"2333Lag","0.34","-126.779427266214","0.503233294975467","0.199746835323852"
"2335Lag","0.44","-10.9385782277272","0.0831743358104752","0.0474081471943966"
"2336Lag","-0.02","12.5784902393451","0.412495046179333","0.235024208086167"
"2337Lag","0.1","15.7818382637873","0.448208057875964","0.159272917845186"
"2344Lak","-0.0800000000000001","25.9553097356125","0.645638946437073","0.24025977174438"
"2345Lak","0.34","-157.706669458079","0.018781395269162","0.0177440544280692"
"2351Lak","0.0800000000000001","11.179798013049","0",NA
"2415Lak","-0.18","49.6976211626447","0.695472248722074","0.174407755476735"
