"site","lambda","likelihood","mean","stdev"
"0485Lag","0.02","12.7926849482429","0.377127432257135","0.465652983754726"
"0779Lag","0.04","20.159646242983","0.361264264204821",NA
"0780Lag","-0.0999999999999999","16.7769591324334","0.0522203366552708",NA
"0782Lag","0.64","-2.96783970120136","0.694702770953651","0.210587777188329"
"0785Lag","0.14","5.31369317107408","0.30027140915504",NA
"0816Can","-0.24","29.0143415820822","0.333333333333333","0.577350269189626"
"0827Lag","-0.4","43.4981937907194","0.0951553594139161","0.0914294785607537"
"0835Pie","-0.18","8.97838092311929","0.778604704028468","0.152477693403807"
"0836Lag","0.02","-27.5560788268563","0.727906476361968","0.207828012406243"
"0848Sal","0.18","3.4591455509002","0.371934598417424","0.193385422054986"
"0849Cas","-0.02","9.63697050758517","0.331654577862476","0.169794290427428"
"2030Izt","0.16","7.00662601011183","0.157914078381352",NA
"2297Agu","-0.52","68.4759754165753","0","0"
"2300Bao","0.42","-7.58664665419469","0.485433635170456","0.277865394517226"
"2305Cha","0.28","-74.2278503713723","0.179824899765979","0.0849681456757266"
"2322Lag","0.12","3.15135438479047","0.739677989777025","0.0545511801042782"
"2324Lag","-0.04","20.6969262512498","0.658658076280252",NA
"2332Lag","0.0600000000000001","15.0002241617679","0.247352920502492","0.428427825710861"
"2333Lag","0.18","-50.5566572571248","0.510181327346842","0.186823467016289"
"2335Lag","0.36","-9.86156194813082","0.10426946217674","0.0724487907355317"
"2336Lag","-0.02","12.5784902393451","0.412495046179333","0.235024208086167"
"2344Lak","-0.04","15.5270579975972","0.678808897894655","0.268188023642232"
"2345Lak","0.34","-157.706669458079","0.018781395269162","0.0177440544280692"
"2415Lak","-0.26","64.4882304315847","0.677767565116512","0.182305154347064"
