"site","lambda","likelihood","mean","stdev"
"0135Lat","-0.44","331.337578394568","0.362889841111727","0.105800638677636"
"0136Rai","-0.44","224.933447890664","0.334116894029206","0.1596790947352"
"0140Mas","0.18","-20.5984059192862","0.290424424318584","0.0770558619035387"
"0243Lag","-0.14","-56.7404061110829","0.650431243931532","0.128697307998165"
"0244Lag","0.14","-11.8834171794564","0.278806735210996","0.0569721811695239"
"0245Sop","-0.44","23.5582259581644","0.961631869653522","0.0334455936978263"
"0267Iso","0.0800000000000001","6.77182569332261","0.717449681292421",NA
"0279Etu","0.3","-4.41352285791716","0.491276137415402",NA
"0335Try","-2","222.708071943435","0",NA
"0336Lag","0.04","-110.106110676316","0.487115691956844","0.041033281579781"
"0381Art","-0.38","49.370462845586","0",NA
"0383LLM","0","-77.3971883230056","0.658664827260399","0.00151951007013028"
"0384Pla","0.0800000000000001","18.5325282945692","0.469880883152536","0.104476740964121"
"0385Cug","-0.38","59.6568150427747","0.140010851415448","0.0690349627493706"
"0387Lej","0.02","-10.4074809908155","0.778014086934302","0.0771138809218766"
"0396Biv","-0.96","191.351055096568","0.722795492849867","0.228651677490269"
"0405Lag","0.0800000000000001","-12.7951049680895","0.610698383098965","0.0858298698546834"
"0446Lag","-0.9","210.481262402634","0.837831188489364","0.177837388190175"
"0483STV","-1.38","209.49972624089","0.701358664078122","0.0798442642990294"
"0525El ","0.1","-3.08936603979548","0.975530638668918",NA
"0531Gri","-0.02","1.07528749435962","0.796415958902498","0.144859339665631"
"0546Gab","-0.46","176.587248378908","0.183731619149174","0.213806503607988"
"0548Gad","0.04","-37.8049618655314","0.465699871906554","0.0625162449591963"
"0550Kra","0.04","1.86113434105041","0.74706086595864","0.145592349134891"
"0551Lac","-0.14","-131.972035408765","0",NA
"0552Lac","-0.56","361.800166937271","0.0965358264298189","0.211953174330076"
"0554Lac","-1.52","910.118843429097","0.00798449514485945","0.0309238167239146"
"0557Pla","-0.3","157.622931964352","0.197894156009406","0.167292401683334"
"0558Ska","0.3","-28.26160010448","0.132575193275823","0.170801302005103"
"0563LLM","-0.38","48.1254219326365","0.72589038147711","0.343035011374506"
"0577Lov","-2","1148.4222520846","0.1602073003415","0.242441979057596"
"0581Ste","-0.9","419.659957340048","0.654021248311626","0.189028286856906"
"0582Lak","-0.28","122.921677150916","0.697607180348332","0.204996324006245"
"0623Der","-0.36","42.7920067875246","0.199223372056363","0.281744394703809"
"0624Cam","-0.86","42.4636590346233","0","0"
"0625Mon","-0.94","141.638757412586","0.122239173615186","0.345744594359752"
"0626Abb","-0.78","79.9472316893532","0","0"
"0629Loc","0.0600000000000001","2.17994253712117","0.836223153934393","0.136669291517568"
"0630Cra","-0.0600000000000001","10.3617052422413","0.771310324332304","0.125251827714797"
"0631Dal","0.18","-1.17463234548726","0.665901754483493","0.216647774685663"
"0638Ans","0.54","-5.94922298680626","0.317457177525414","0.192150258316952"
"0684Pia","0.18","9.95320645590132","0.540383045399816","0.165177915837694"
"0685Lag","0.3","-135.992121568779","0.302753871979625","0.070919356271078"
"0700Lac","-0.46","529.636024935153","0.099192645524132","0.0934198300634735"
"0701Gor","0.04","6.51216852728124","0.58572078571758","0.076474548728208"
"0714Lak","-0.36","14.030850179868","0","0"
"0716Res","-0.32","35.0536209868037","0.788675629569166",NA
"0793Lag","-0.02","-475.65934393771","0.12046430339993","0.165063242974436"
"0844Lag","-0.9","543.102458031226","0.443401401174587","0.315435846778963"
"0855Lib","0.0600000000000001","-7.48262242348261","0.737741529880543","0.0724768325371296"
"0863Kap","-0.3","87.1460827043028","0","0"
"0864Kon","-0.42","93.5416527630279","0.149156058116567",NA
"0866Dal","-2","83.8385926487805","0.651057531390445","0.563845737067154"
"0869Slo","-0.36","55.6134864835025","0.510667455412796","0.376423663424158"
"0873Lag","-0.02","40.705781864861","0.408604130620127","0.168031246648947"
"0876Pen","0.0600000000000001","23.0935294667435","0.39057891663798","0.146861811128682"
"0877Ful","-0.0999999999999999","21.1915257100515","0.509000443484373","0.0157050243502355"
"0878Hal","-1","73.5034293089277","0",NA
"0880Les","0.3","2.3803030802456","0.502857902916451","0.204511643693973"
"0890Ken","-0.5","163.753538270158","0.088320522377411","0.257567160523776"
"0892Kin","-0.0600000000000001","5.42120732075862","0.406370900195421",NA
"0895Loc","-1.44","193.472827847154","0",NA
"0902Tou","0.1","23.3465667812467","0.423899510340681","0.175198431449154"
"0903Tou","0.02","21.0948038239998","0","0"
"0904Tou","-0.12","11.6603455575785","0.931355685857711","0.0613891656909121"
"0905Tor","0","37.403944558522","0",NA
"0906Ste","-1.28","141.024507150061","0.996690399319185","0.0031113488341749"
"0907Sag","-2","1401.69625259266","0","0"
"0908Loc","-0.22","41.061812778871","0.179920165708255","0.170162698119074"
"0909Lag","0.26","5.8247664427356","1",NA
"0916FLB","-0.62","82.3019623804426","0.292992294526227","0.247833866636022"
"0938Asi","0.2","-6.67107078768389","0.503226949022311","0.194840537211071"
"0965El ","-0.84","152.218717439997","0.506254804901617","0.323287957791116"
"0968Lan","-0.58","116.326009218965","0.702628605845572","0.306222207371592"
"0980Esp","0.02","-16.5763933550056","0.38443252681328","0.0906908313590045"
"0981Lag","-0.2","169.209208164885","0.336839380586382","0.318082914045715"
"0983Tub","0.14","-27.9014216528778","0.286171953015188","0.100727028155217"
"0985Co1","0.12","-42.4275292196771","0.326355931240319","0.260256665584174"
"0986Pen","-0.04","15.1884288258783","0.486239271681278","0.0817826036697867"
"0988Fue","0.0600000000000001","-70.2763876887701","0.417281429234774","0.133584371689796"
"0989Arr","0.0800000000000001","13.4583841409012","0.305715547667637","0.166265002747515"
"1340Bru","0.48","-6.97166778422419","0.780651322418184",NA
"1343Bru","0.42","-33.5431400171975","0.906116625187738","0.132771141940857"
"1345Cru","-0.48","70.8333629624355","0.949977146428147",NA
"1351Fen","0.42","-56.4697532283574","0.520744041274199","0.132528722771711"
"1363Kis","-0.0999999999999999","14.0083361453617","0.774002350540892","0.0595747615696893"
"1375LUC","0.1","3.00115083048173","0.29241699711445",NA
"1378Loc","-0.22","61.2014265790288","0.611977826931176","0.117594546806856"
"1379Lou","0.02","-31.7965748494695","0.742078544587567","0.147088849327641"
"1385Mig","-0.16","27.378630244842","0","0"
"1395Pia","0.1","-56.4812746765176","0.112409381626454","0.102314394298372"
"1406Sto","-0.72","378.447397950131","0.37709054078902","0.365375097653458"
"1434Lil","-0.18","40.8925034855561","0.160073935869539",NA
"1437Lon","0.2","-1.64313123371966","0.180871367936888","0.156886604146528"
"1450Sud","-1","320.416002229198","0.277325114457051","0.449544886197026"
"1462Ren","-1.14","190.087057530672","0","0"
"1471Lou","0.0800000000000001","-7.34706397089839","0.739434761019002","0.0638792343223812"
"1472Mog","0.04","-6.41642679014522","1",NA
"1476Alt","0.0600000000000001","46.0273788086991","0.420800501198061","0.0900440051238439"
"1481BIA","0.38","-3.37867684681435","0.15453973331185","0.0721404831802605"
"1501Dal","-2","207.213722909427","0.999655970622937",NA
"1503GzI","-0.18","31.9636307102388","0.723540691289281","0.209920515262258"
"1505Gle","0.1","23.4011372653267","0.542751370166002","0.0895345121635524"
"1509Jac","-0.0800000000000001","23.9430639174439","0.612317479561748","0.179030206926108"
"1513LIN","-0.28","43.0291554759722","0.632291655417611","0.282053649322588"
"1515MW1","-0.3","49.8255367720585","0.604448810927264","0.219260099342851"
"1520Sid","-0.46","109.954243911229","0.687077838810288","0.0887988438800273"
"1526Bla","-0.0600000000000001","-22.2196025196639","0.931010591658962","0.0450718704764499"
"1561Bag","0.26","-53.2152554989303","0.552522417144885","0.237568611264297"
"1564OdI","-2","1485.44488272226","0","0"
"1565Ara","0.04","-8.48751268383398","0.81685704847612","0.119864320503103"
"1569Gor","-0.82","125.132289358192","0.105886184131065","0.183400250734598"
"1574Lak","-0.04","47.2686087723626","0.62780095694115","0.0758404369737398"
"1575Mla","-0.62","150.129773026942","0.528032034419933","0.372151311922562"
"1576Naa","-0.62","182.25056657802","0.579481959433677","0.143608994731735"
"1578Nor","-0.56","46.3488208241668","0.487687944238048","0.136885782590645"
"1581Pra","-0.44","68.0974482797588","0.748547843659812",NA
"1587B-B","-1","217.337003438962","0.945925813085495","0.0405322114269008"
"1590Buh","0.58","-81.092314082564","0.237629326691162","0.231763031682906"
"1591Dur","-0.28","307.796575316949","0","0"
"1593Gri","-2","370.667706371276","0.91699539311638",NA
"1595Kam","-0.46","128.081634101109","0.369033041803724","0.195505963342816"
"1598Lil","0.1","-50.4033742739905","0.367465122326452","0.261361589626472"
"1599Na ","-1.56","182.892951092773","0.99750865342639",NA
"1601Tri","-0.04","9.44235658124662","0.911017171387263","0.0436112406090348"
"1604VAL","0.42","-0.210249678440386","0.490529337368185","0.184829308525679"
"1612PRD","-0.12","11.7805484214076","0.508481819280369","0.525180069914583"
"1616El ","-0.42","72.9739930747593","0.449128866720793","0.198717155947653"
"1618El ","0.02","-16.2764748899543","0.810576554064118","0.126439543817161"
"1620Ser","0.12","5.70756414781059","0.880718234262552","0.114254679656105"
"1621Las","0.58","-46.8725005924771","0.873933492575803","0.117176455037305"
"1631Baz","-0.74","130.165041755979","0.248067814851604",NA
"1639Ber","0.38","-7.10715583185528","0.35405331983291","0.23602453323136"
"1644Ver","-0.2","63.28143969124","0.0155612086706279","0.0220068723489197"
"1647Vap","0.16","-156.680828738423","0","0"
"1649Poz","-0.22","20.4899154742013","0.679365694926047","0.237865466374263"
"1651Lak","-0.2","-106.564581956706","0.146112279780177","0.110740861460882"
"1653Las","0.18","-3.77200950364365","0.577203722754457","0.188369013275282"
"1655Lak","-0.0800000000000001","-225.316955989278","0.0827784318129753","0.0634767337863723"
"1658Agu","-0.78","85.7576639226573","0.501590291213641","0.287053955468153"
"1659Arb","-0.2","28.2638992732132","0.644851298546859","0.0398824342264342"
"1660Aka","0.32","-38.0543218215633","0.600580593311692","0.135933189443153"
"1661El ","0.04","-1.10624076800514","0.514809681209623","0.213616464875948"
"1671Las","-0.24","-39.0462297092131","0.83665318808344","0.0942600529433516"
"1679Pla","0.16","-20.9075222884987","0.651301242257696","0.0619516359294641"
"1680Rou","-1.34","453.852003034081","0.938362977388693","0.0428886508321193"
"1682Rui","0.3","-9.2091456652887","0.629594206896525",NA
"1686Ver","-0.58","198.659560031879","0.744012325639875","0.1629607482233"
"1689FPB","0.2","-29.1878554153354","0.407938983628268","0.210560550216697"
"1690Man","0.0600000000000001","-25.2265122252308","0.226890983892701","0.0707386618566931"
"1691Mar","0.46","-89.3290555826984","0.722381855238902","0.160543291725674"
"1694BSM","-0.26","97.8643003797926","0.588603124121687","0.218687508845486"
"1697VdL","-1.04","283.12713559299","0.46259718288597","0.106895757795205"
"1699ADP","0.02","9.01107283532895","0.464426671440143","0.11404420655708"
"1701Abi","0.14","-2.92880839393311","0.328482427982745","0.110815796103563"
"1703Bdl","-0.0600000000000001","12.4337437828764","0.129628035638769","0.273295635357102"
"1704Ldl","0.18","-7.92743716971434","0","0"
"1707Pue","0.34","-0.860562427577833","0.535749303652873","0.229417712757016"
"1708Cal","0.04","-36.8558911236783","0.761134333095195","0.142033316000117"
