"age","locfit","cu95","cl95","nsites","window","nsamples","Region"
-60,-0.358651349856523,0.336890882979546,-1.20715964439952,11,20,12,"BOAS"
-50,-0.218853134244673,0.407973970893538,-0.90561575751857,10,20,13,"BOAS"
-40,-0.274525370063564,0.587473161392285,-1.12912751344118,9,20,12,"BOAS"
-30,0.0607824972124116,0.904388224453942,-1.01908930611002,9,20,11,"BOAS"
-20,0.104273639959907,0.742647521441045,-0.637123616811616,8,20,11,"BOAS"
-10,0.0452239568324118,0.520243920378478,-0.519787737986205,9,20,11,"BOAS"
0,-0.220981628385737,0.188790162411675,-0.669964910028962,8,20,13,"BOAS"
10,-0.315501356637605,0.261748718616012,-0.794350697123253,10,20,12,"BOAS"
20,-0.119000543925263,0.463236124318692,-0.654504726601261,8,20,12,"BOAS"
30,-0.0559822152702548,0.496611574892763,-0.669500113804291,9,20,12,"BOAS"
40,0.0498247861084435,0.647645822282722,-0.656849332157543,9,20,11,"BOAS"
50,-0.121965820827161,0.39896656615834,-0.880522341711713,9,20,12,"BOAS"
60,-0.0313457292361403,0.433507509928082,-0.710497094463764,10,20,12,"BOAS"
70,0.132458766323575,0.619219595459741,-0.379795250982195,10,20,12,"BOAS"
80,0.270578874162469,0.744981027590109,-0.297126639781207,8,20,11,"BOAS"
90,0.0561549848432414,0.566374561685811,-0.443239696522611,7,20,12,"BOAS"
100,0.0685657011674806,0.662975899941009,-0.467930698221753,10,20,12,"BOAS"
110,0.438077242808353,1.01642124168549,-0.0873529970417002,11,20,14,"BOAS"
120,0.323090286324008,0.784498090704906,-0.138022043486068,11,20,16,"BOAS"
130,-0.336206009514131,0.0728654630953298,-0.783639922193099,11,20,16,"BOAS"
140,-0.441235044773245,0.029589665057148,-0.965665472632517,12,20,14,"BOAS"
150,-0.113153294832157,0.351450760365708,-0.650807107317577,9,20,14,"BOAS"
160,0.153328808492423,0.545278930192239,-0.337713998824221,9,20,13,"BOAS"
170,-0.0926701434595002,0.415804559916253,-0.674751998594863,10,20,12,"BOAS"
180,-0.138456754434087,0.546394354165942,-0.879194941780793,9,20,14,"BOAS"
190,0.23950259663127,0.936962547641633,-0.496293996332368,10,20,15,"BOAS"
200,0.220967212477184,0.803299654081171,-0.442212379991225,11,20,15,"BOAS"
