"age","locfit","cu95","cl95","nsites","window","nsamples","Region"
-60,0.245422104088489,0.654572705249209,-0.559343962577344,1,10,1,"MIDE"
-50,0.304301536856879,0.654572705249209,-0.559343962577344,1,20,1,"MIDE"
-40,0.340571133390128,0.654572705249209,-0.559343962577344,1,20,2,"MIDE"
-30,-0.00498579848679193,0.654572705249209,-0.559343962577344,2,20,2,"MIDE"
-20,0.010434553622653,0.654572705249209,-0.555852382471974,2,20,2,"MIDE"
-10,-0.06988619745112,0.654572705249209,-0.515631009343191,2,20,4,"MIDE"
0,0.0897347772586526,0.654572705249209,-0.507878053715241,4,20,4,"MIDE"
10,-0.0339537804426163,0.974383302600794,-0.515334263716204,3,20,4,"MIDE"
20,0.0970310248991913,1.01093134243053,-0.114099548879061,2,20,4,"MIDE"
30,0.568328206248546,0.91384936900533,0.324975251700819,3,20,5,"MIDE"
40,0.331219659093711,0.818386820889124,-0.18127104675592,5,20,5,"MIDE"
50,0.479490613592523,1.34957409094066,-0.447011583531062,4,20,5,"MIDE"
60,0.397011771004996,1.43525404075605,-0.435750880381744,3,20,4,"MIDE"
70,-0.0677661105936503,1.46331955962549,-1.22490371357942,3,20,3,"MIDE"
80,-0.796634400002087,1.29347971880531,-3.04983243304472,2,20,3,"MIDE"
90,-0.788806009065131,1.44214535160935,-0.951342988463526,1,20,4,"MIDE"
100,0.427039256690451,1.57807189203029,-0.857570990860107,3,20,4,"MIDE"
110,0.44686679352358,1.50495279427597,-0.751675148693724,3,20,5,"MIDE"
120,-0.473330214106425,0.343934137091013,-1.1512848559717,5,20,6,"MIDE"
130,-0.843934286603021,0.0671618957988235,-1.30798167910418,5,20,6,"MIDE"
140,-0.861017496400017,-0.481184274295404,-1.45553974410392,3,20,5,"MIDE"
150,-0.53520143672739,0.884777648272188,-1.82952196340035,1,20,4,"MIDE"
160,-1.3854415968657,-0.662919491799764,-1.88265266507477,2,20,2,"MIDE"
170,-1.76165239294073,-0.0947457347989568,-1.88265266507477,1,20,2,"MIDE"
180,-0.0886068898238325,-0.073718543141252,-1.88265266507477,1,10,2,"MIDE"
190,-0.209703792729,-0.209156214972291,-1.88265266507477,0,20,2,"MIDE"
200,-0.862957693889703,-0.804308315455058,-1.88265266507477,2,10,2,"MIDE"
