"ID_SITE","ID_ENTITY","ID_SAMPLE","entity_name","avg_depth","charcoal_measurement","original_est_age","TYPE"
1848,2303,401924,"Cana Swamp 1",0,0,-38,"concentration"
1848,2303,401925,"Cana Swamp 1",0.275,0,53,"concentration"
1848,2303,401926,"Cana Swamp 1",0.73,0,208,"concentration"
1848,2303,401927,"Cana Swamp 1",2.01,1.5384615,704,"concentration"
1848,2303,401928,"Cana Swamp 1",2.135,1.25,760,"concentration"
1848,2303,401929,"Cana Swamp 1",2.235,0.57692308,804,"concentration"
1848,2303,401930,"Cana Swamp 1",2.47,23.365385,912,"concentration"
1848,2303,401931,"Cana Swamp 1",3.12,3.3653846,1224,"concentration"
1848,2303,401932,"Cana Swamp 1",3.95,1.7307692,1620,"concentration"
1848,2303,401933,"Cana Swamp 1",4.825,23.653846,2006,"concentration"
1848,2303,401934,"Cana Swamp 1",5.69,3.1730769,2354,"concentration"
1848,2303,401935,"Cana Swamp 1",6.83,1.5384615,2837,"concentration"
1848,2303,401936,"Cana Swamp 1",7.845,5.8653846,3336,"concentration"
1848,2303,401937,"Cana Swamp 1",8.955,4.5192308,3882,"concentration"
1848,2303,401938,"Cana Swamp 1",9.425,2.0192308,4098,"concentration"
1848,2303,401939,"Cana Swamp 1",9.69,3.8461538,4218,"concentration"
1894,2351,405493,"Lake Wodehouse core",0.18,0,21,"concentration"
1894,2351,405494,"Lake Wodehouse core",0.685,0,193,"concentration"
1894,2351,405495,"Lake Wodehouse core",1.345,0,431,"concentration"
1894,2351,405496,"Lake Wodehouse core",1.94,0,673,"concentration"
1894,2351,405497,"Lake Wodehouse core",2.025,0,710,"concentration"
1894,2351,405498,"Lake Wodehouse core",2.155,17857.143,768,"concentration"
1894,2351,405499,"Lake Wodehouse core",2.22,15306.122,798,"concentration"
1894,2351,405500,"Lake Wodehouse core",2.285,1e+05,828,"concentration"
1894,2351,405501,"Lake Wodehouse core",2.89,193367.35,1111,"concentration"
1894,2351,405502,"Lake Wodehouse core",3.215,21428.571,1269,"concentration"
1894,2351,405503,"Lake Wodehouse core",3.855,42857.143,1576,"concentration"
1894,2351,405504,"Lake Wodehouse core",4.16,40306.122,1715,"concentration"
1894,2351,405505,"Lake Wodehouse core",4.73,18877.551,1966,"concentration"
1894,2351,405506,"Lake Wodehouse core",5.11,29591.837,2121,"concentration"
1894,2351,405507,"Lake Wodehouse core",6.255,72448.98,2586,"concentration"
1894,2351,405508,"Lake Wodehouse core",6.605,89285.714,2735,"concentration"
1894,2351,405509,"Lake Wodehouse core",7.42,52551.02,3122,"concentration"
1894,2351,405510,"Lake Wodehouse core",7.735,54591.837,3280,"concentration"
1894,2351,405511,"Lake Wodehouse core",8.525,56122.449,3677,"concentration"
1894,2351,405512,"Lake Wodehouse core",9.295,0,4039,"concentration"
1894,2351,405513,"Lake Wodehouse core",10.48,46428.571,4566,"concentration"
1894,2351,405514,"Lake Wodehouse core",10.745,0,4682,"concentration"
1894,2351,405515,"Lake Wodehouse core",11.71,0,5108,"concentration"
