"ID_MODEL","ID_SAMPLE","original_est_age"
3,379070,73
3,379071,108
3,379072,174
3,379073,363
3,379074,428
3,379075,512
3,379076,592
3,379077,614
3,379078,844
3,379079,1298
3,379080,1755
3,379081,2234
3,379082,2420
3,379083,2569
3,379084,2739
3,379085,2834
3,379086,3265
3,379087,3608
3,379088,4027
3,379089,4361
3,379090,4554
3,379091,4979
3,379092,5815
3,379093,6140
3,379094,6407
3,379095,7514
3,379096,10184
3,379097,14698
3,379098,19235
3,379099,21044
3,379100,24482
3,379101,-55
3,379102,306
3,379103,741
3,379104,1311
3,379105,2076
3,379106,2816
3,379107,4074
3,379108,5226
3,379109,6432
3,379110,7779
3,379111,8740
3,379112,9334
3,379113,9623
3,379114,9735
3,379115,9795
3,379116,9999
3,379117,10327
3,379118,10545
3,379119,10943
3,379120,11397
3,379121,11852
3,379122,12306
3,379123,12647
3,379124,13102
3,379125,13442
3,379126,13670
3,379127,14238
3,379128,14692
3,379129,15147
3,379130,15942
3,379131,16510
3,379132,17078
3,379133,17646
3,379134,18101
3,379135,18555
3,379136,19010
3,379137,19464
3,379138,19919
3,379410,-47
3,379411,597
3,379412,1009
3,379413,1509
3,379414,1834
3,379415,2084
3,379416,2458
3,379417,2753
3,379418,3035
3,379419,3339
3,379420,3592
3,379421,3839
3,379422,4082
3,379423,4292
3,379424,4598
3,379425,4987
3,379426,5153
3,379427,5409
3,379428,5741
3,379429,5968
3,379430,6179
3,379431,6347
3,379432,6610
3,379433,6766
3,379434,6878
3,379435,7035
3,379436,7167
3,379437,7339
3,379438,7440
3,379439,7531
3,379440,7619
3,379441,7673
3,379442,7729
3,379443,7784
3,379444,7877
3,379445,7949
3,379446,7995
3,379447,8082
3,379448,8170
3,379449,8261
3,379450,8348
3,379451,8479
3,379452,8629
3,379453,8816
3,379454,8921
3,379455,9040
3,379456,9204
3,379457,9512
3,379458,9757
3,379459,9925
3,379460,10047
3,379461,10205
3,379462,10386
3,379463,10558
3,379464,10782
3,379465,10969
3,379466,11170
3,379467,11274
3,379468,11362
3,379469,11427
3,379470,11614
3,379471,11665
3,379472,11715
3,379473,11818
3,379474,11885
3,379475,11992
3,379476,12142
3,379477,12274
3,379478,12441
3,379479,12552
3,379480,12708
3,379481,12983
3,379482,19973
3,379483,20039
3,379484,20106
3,379485,20362
3,379486,20429
3,379487,20505
3,379488,20529
3,382320,0
3,382321,143
3,382322,286
3,382323,429
3,382324,572
3,382325,750
3,382326,942
3,382327,1260
3,382328,1618
3,382329,1855
3,382330,2084
3,382331,2313
3,382332,2541
3,382333,2770
3,382334,2985
3,382335,3618
3,382336,5864
3,382337,7380
3,382338,7590
3,382339,7800
3,382340,8013
3,382341,8233
3,382342,8453
3,382343,8673
3,382344,8892
3,382345,9112
3,382346,9332
3,382347,9551
3,382348,9771
3,382349,9991
3,382350,10211
3,382351,10430
3,382352,10642
3,382353,10819
3,382354,10997
3,382355,11174
3,382356,11352
3,382357,11530
3,382358,11707
3,382359,11885
3,382360,12063
3,382361,12240
3,382362,12418
3,382363,12596
3,382364,12773
3,382365,12958
3,382366,13173
3,382367,13388
3,382368,13603
3,382369,13818
3,382370,14033
3,382371,14248
3,382372,14463
3,382373,14678
3,382374,14893
3,382375,15108
3,382376,15323
3,382377,15537
3,382378,15751
3,382379,15966
3,382380,16180
3,382381,16394
3,382382,16608
3,382383,17084
3,382384,17323
3,382385,17561
3,382386,17800
3,382387,18039
3,382388,18278
3,382389,18516
3,382390,18755
3,382391,18994
3,382392,19233
3,382393,19471
3,402072,-50
3,402073,152
3,402074,1523
3,402075,1850
3,402076,2935
3,402077,5331
3,402078,5835
3,402079,6519
3,402080,7428
3,402081,8446
3,402082,8837
3,402083,8848
3,402084,8861
3,402085,8876
3,402086,9013
3,402087,9276
3,402088,9406
3,402089,9654
3,402090,10305
3,402091,10306
3,402092,10400
3,402093,12675
3,402094,13210
3,402448,0
3,402449,21
3,402450,41
3,402451,62
3,402452,83
3,402453,103
3,402454,124
3,402455,145
3,402456,165
3,402457,186
3,402458,207
3,402459,227
3,402460,248
3,402461,269
3,402462,289
3,402463,310
3,402464,331
3,402465,351
3,402466,372
3,402467,393
3,402468,413
3,402469,434
3,402470,455
3,402471,475
3,402472,496
3,402473,517
3,402474,537
3,402475,558
3,402476,579
3,402477,599
3,402478,620
3,402479,641
3,402480,661
3,402481,682
3,402482,703
3,402483,723
3,402484,744
3,402485,765
3,402486,785
3,402487,806
3,402488,827
3,402489,847
3,402490,868
3,402491,889
3,402492,1118
3,402493,1347
3,402494,1576
3,402495,1805
3,402496,2034
3,402497,2264
3,402498,2525
3,402499,2786
3,402500,2858
3,402501,2930
3,402502,3001
3,402503,3072
3,402504,3144
3,402505,3216
3,402506,3287
3,402507,3358
3,402508,3430
3,402509,3502
3,402510,3573
3,402511,3644
3,402512,3716
3,402513,3788
3,402514,3859
3,402515,3930
3,402516,4002
3,402517,4074
3,402518,4145
3,402519,4216
3,402520,4288
3,402521,4360
3,402522,4431
3,402523,4502
3,402524,4574
3,402525,4646
3,402526,4701
3,402527,4757
3,402528,4813
3,402529,4869
3,402530,4925
3,402531,4981
3,402532,5036
3,402533,5539
3,402534,5595
3,402535,5651
3,402536,5707
3,402537,5762
3,402538,5818
3,402539,5874
3,402540,5930
3,402541,5986
3,402542,6042
3,402543,6097
3,402544,6153
3,402545,6209
3,402546,6265
3,402547,6321
3,402548,6377
3,402549,6433
3,402550,6488
3,402551,6544
3,402552,6600
3,402553,6656
3,402554,6712
3,402555,6768
3,402556,6823
3,402557,6879
3,402558,6935
3,402559,6991
3,402560,7047
3,402561,7103
3,402562,7159
3,402563,7214
3,402564,7270
3,402565,7326
3,402566,7382
3,402567,7438
3,402568,7494
3,402569,7549
3,402570,7605
3,402571,7661
3,402572,7717
3,402573,7773
3,402574,7829
3,402575,7885
3,402576,7940
3,402577,7996
3,402578,8052
3,402579,8108
3,402580,8164
3,402581,8220
3,402582,8275
3,402583,8331
3,402584,8387
3,402585,87
3,402586,175
3,402587,314
3,402588,489
3,402589,664
3,402590,803
3,402591,925
3,402592,1135
3,402593,1222
3,402594,1292
3,402595,1484
3,402596,1572
3,402597,1746
3,402598,1799
3,402599,1921
3,402600,1973
3,402601,2183
3,402602,2305
3,402603,2410
3,402604,2567
3,402605,2742
3,402606,2829
3,402607,2916
3,402608,3318
3,402609,3405
3,402610,3492
3,402611,3580
3,402612,3667
3,402613,3754
3,402614,3929
3,402615,4016
3,402616,4104
3,402617,4278
3,402618,4366
3,402619,4453
3,402620,4627
3,402621,4715
3,402622,5064
3,402623,5151
3,402624,5326
3,402625,5413
3,402626,5501
3,402627,5675
3,402628,5745
3,402629,5850
3,402630,6024
3,402631,6112
3,402632,6199
3,402633,6286
3,402634,6664
3,402635,6716
3,402636,6769
3,402637,6821
3,402638,6927
3,402639,7000
3,402640,7032
3,402641,7084
3,402642,7137
3,402643,7190
3,402644,7242
3,402645,7347
3,402646,7715
3,402647,7778
3,402648,7821
3,402649,7884
3,402650,7978
3,402651,8041
3,402652,8199
3,402653,8241
3,402654,8304
3,402855,-40
3,402856,-27
3,402857,13
3,402858,197
3,402859,326
3,402860,458
3,402861,570
3,402862,643
3,402863,704
3,402864,794
3,402865,887
3,402866,991
3,402867,1059
3,402868,1146
3,402869,1235
3,402870,1321
3,402871,1418
3,402872,1491
3,402873,1604
3,402874,1660
3,402875,1712
3,402876,1803
3,402877,1892
3,402878,1980
3,402879,2066
3,402880,2130
3,402881,2209
3,402882,2290
3,402883,2374
3,402884,2462
3,402885,2644
3,402886,2730
3,402887,2854
3,402888,2953
3,402889,3074
3,402890,3191
3,402891,3302
3,402892,3407
3,402893,3548
3,402894,3672
3,402895,3829
3,402896,3957
3,402897,4113
3,402898,4281
3,402899,4441
3,402900,4683
3,402901,4826
3,402902,5030
3,402903,5196
3,402904,5380
3,402905,5575
3,402906,5711
3,402907,5921
3,402908,6127
3,402909,6344
3,402910,6753
3,402911,6848
3,402912,6978
3,402913,7169
3,402914,7379
3,402915,7651
3,402916,7826
3,402917,8036
3,402918,8307
3,402919,8497
3,402920,8719
3,402921,8889
3,402922,9089
3,402923,9317
3,402924,9548
3,402925,9664
3,402926,9867
3,402927,10056
3,402928,10559
3,402929,10799
3,402930,10898
3,402931,11044
3,402932,11113
3,402958,168
3,402959,345
3,402960,505
3,402961,656
3,402962,915
3,402963,1062
3,402964,1230
3,402965,1373
3,402966,1506
3,402967,1702
3,402968,1884
3,402969,2052
3,402970,2253
3,402971,2420
3,402972,2665
3,402973,2851
3,402974,3079
3,402975,3347
3,402976,3832
3,402977,4080
3,402978,4353
3,402979,4611
3,402980,5139
3,402981,5393
3,402982,5696
3,402983,5952
3,402984,6199
3,402985,6520
3,402986,6817
3,402987,7063
3,402988,7351
3,402989,7666
3,402990,7982
3,402991,8256
3,402992,8515
3,402993,8861
3,402994,9202
3,402995,9469
3,402996,9664
3,402997,9940
3,402998,10138
3,402999,10609
3,403000,10836
3,403001,11352
3,403002,11579
3,403003,-50
3,403004,238
3,403005,740
3,403006,1176
3,403007,2101
3,403008,2577
3,403009,3885
3,403010,4520
3,403011,4797
3,403012,5115
3,403013,5432
3,403014,5749
3,403015,6066
3,403016,6370
3,403017,6648
3,403018,6925
3,403019,7203
3,403020,7758
3,403021,8207
3,403022,8537
3,403023,8881
3,403024,9159
3,403025,9529
3,403026,9912
3,403027,10044
3,403028,10242
3,403029,10361
3,403030,10758
3,403031,10903
3,403032,11141
3,403033,11313
3,403034,11498
3,403035,11590
3,403036,11775
3,403037,12132
3,403038,12423
3,403039,12542
3,403040,13004
3,403041,13256
3,403042,13612
3,403043,13850
3,403044,14247
3,403045,14445
3,403046,14564
3,403047,14722
3,403048,14921
3,403049,15396
3,403050,15700
3,403051,16282
3,403052,16678
3,403053,16996
3,403105,136
3,403106,638
3,403107,815
3,403108,1136
3,403109,1473
3,403110,1826
3,403111,2131
3,403112,2549
3,403113,2950
3,403114,3297
3,403115,4015
3,403116,4986
3,403117,5830
3,403118,6843
3,403119,7293
3,403120,7363
3,403121,7558
3,403122,7754
3,403123,7842
3,403124,7943
3,403125,8044
3,403126,8176
3,403127,8267
3,403128,8367
3,403129,8478
3,403130,8613
3,403131,8709
3,403132,8769
3,403133,8819
3,403134,8869
3,403135,8920
3,403136,9075
3,403137,9172
3,403138,9405
3,403139,9755
3,403140,9950
3,403141,10222
3,403142,10457
3,403143,11013
3,403144,11164
3,403145,11475
3,403146,11734
3,403147,11992
3,403148,12251
3,403149,12510
3,403150,12769
3,403151,13027
3,403152,13286
3,403153,13545
3,403154,13855
