"ID_MODEL","ID_SAMPLE","original_est_age"
2,290926,63
2,290927,94
2,290928,124
2,290929,155
2,290930,187
2,290931,219
2,290932,251
2,290933,284
2,290934,317
2,290935,351
2,290936,385
2,290937,419
2,290938,454
2,290939,489
2,290940,525
2,290941,561
2,290942,598
2,290943,635
2,290944,672
2,290945,710
2,290946,748
2,290947,786
2,290948,825
2,290949,865
2,290950,905
2,290951,945
2,290952,985
2,290953,1026
2,290954,1068
2,290955,1110
2,290956,1152
2,290957,1195
2,290958,1238
2,290959,1281
2,290960,1325
2,290961,1370
2,290962,1415
2,290963,1460
2,290964,1505
2,290965,1551
2,290966,1598
2,290967,1645
2,290968,1692
2,290969,1740
2,290970,1788
2,290971,1836
2,290972,1885
2,290973,1934
2,290974,1984
2,290975,2034
2,290976,2085
2,290977,2136
2,290978,2187
2,290979,2239
2,290980,2344
2,290981,2397
2,290982,2451
2,290983,2504
2,290984,2559
2,290985,2613
2,290986,2669
2,290987,2724
2,290988,2780
2,290989,2836
2,290990,2893
2,290991,2950
2,290992,3008
2,290993,3066
2,290994,3125
2,290995,3183
2,290996,3243
2,290997,3302
2,290998,3362
2,290999,3423
2,291000,3484
2,291001,3545
2,291002,3607
2,291003,3669
2,291004,3732
2,291005,3795
2,291006,3858
2,291007,3922
2,291008,3986
2,291009,4051
2,291010,4116
2,291011,4181
2,291012,4247
2,291013,4314
2,291014,4380
2,291015,4448
2,291016,4515
2,307791,-50
2,307792,-11
2,307793,28
2,307794,67
2,307795,105
2,307796,144
2,307797,183
2,307798,222
2,307799,261
2,307800,300
2,307801,339
2,307802,377
2,307803,416
2,307804,455
2,307805,494
2,307806,533
2,307807,611
2,307808,649
2,307809,785
2,307810,795
2,307811,805
2,307812,815
2,307813,824
2,307814,834
2,307815,844
2,307816,853
2,307817,863
2,307818,873
2,307819,883
2,307820,892
2,307821,902
2,307822,938
2,307823,1037
2,307824,1137
2,307825,1238
2,307826,1340
2,307827,1442
2,307828,1545
2,307829,1648
2,307830,1753
2,307831,1857
2,307832,1962
2,307833,2068
2,307834,2174
2,307835,2281
2,307836,2388
2,307837,2495
2,307838,2603
2,307839,2711
2,307840,2819
2,307841,2928
2,307842,3037
2,307843,3146
2,307844,3255
2,307845,3364
2,307846,3474
2,307847,3583
2,307848,3693
2,307849,3802
2,307850,3912
2,307851,4021
2,307852,4130
2,307853,4240
2,307854,4349
2,307855,4458
2,307856,4566
2,307857,4675
2,307858,4783
2,307859,4891
2,307860,4998
2,307861,5106
2,307862,5213
2,307863,5319
2,307864,5425
2,307865,5531
2,307866,5636
2,307867,5740
2,307868,5947
2,307869,6050
2,307870,6152
2,307871,6253
2,307872,6354
2,307873,6454
2,307874,6553
2,307875,6651
2,307876,6749
2,307877,6845
2,307878,6941
2,307879,7036
2,307880,7129
2,307881,7222
2,307882,7314
2,307883,7405
2,307884,7494
2,307885,7583
2,307886,7670
2,307887,7756
2,307888,7841
2,307889,7925
2,307890,8007
2,307891,8089
2,307892,8169
2,307893,8247
2,307894,8324
2,307895,8400
2,307896,8474
2,307897,8547
2,307898,8618
2,307899,8688
2,307900,8756
2,307901,8823
2,307902,8888
2,307903,8951
2,307904,9013
2,307905,9072
2,307906,9131
2,307907,9187
2,307908,9345
2,307909,9529
2,307910,9535
2,307911,9540
2,307912,9697
2,307913,9854
2,307914,10010
2,307915,10166
2,307916,10323
2,307917,10480
2,321981,4
2,321982,60
2,321983,115
2,321984,171
2,321985,227
2,321986,285
2,321987,324
2,321988,353
2,321989,387
2,321990,421
2,321991,456
2,321992,471
2,321993,490
2,321994,506
2,321995,524
2,321996,540
2,321997,575
2,321998,591
2,321999,609
2,322000,625
2,322001,643
2,322002,658
2,322003,682
2,322004,702
2,322005,721
2,322006,740
2,322007,751
2,322008,766
2,322009,781
2,322010,784
2,322011,796
2,322012,811
2,322013,825
2,322014,840
2,322015,852
2,322016,870
2,322017,885
2,322018,900
2,322019,915
2,322020,945
2,322021,1000
2,322022,1054
2,322023,1127
2,322024,1200
2,322025,1264
2,322026,1328
2,322027,1383
2,322028,1456
2,322029,1529
2,322030,1602
2,322031,1675
2,322032,1748
2,322033,1821
2,322034,1894
2,322035,1967
2,322036,2040
2,322037,2113
2,322038,2186
2,322039,2259
2,322040,2332
2,322041,2412
2,322042,2537
2,322043,2624
2,322044,2648
2,322045,2672
2,322046,2696
2,322047,2721
2,322048,2745
2,322049,2775
2,322050,2805
2,322051,2826
2,322052,2849
2,322053,2883
2,322054,2929
2,322055,2951
2,322056,2974
2,322057,3009
2,322058,3031
2,322059,3066
2,322060,3089
2,322061,3111
2,322062,3169
2,322063,3203
2,322064,3249
2,322065,3271
2,322066,3304
2,322067,3329
2,322068,3354
2,322069,3396
2,322070,3413
2,322071,3446
2,322072,3463
2,322073,3496
2,322074,6231
2,322075,6240
2,322076,6256
2,322077,6262
2,322078,6273
2,322079,6286
2,322080,6306
2,322081,6325
2,322082,6345
2,322083,6366
2,322084,6395
2,322085,6423
2,322086,6452
2,322087,6480
2,322088,6509
2,322089,6536
2,322090,6559
2,322091,6573
2,322092,6602
2,322093,6630
2,322094,6659
2,322095,6687
2,322096,6716
2,322097,6744
2,322098,6773
2,322099,6801
2,322100,6830
2,322101,6865
2,322102,6894
2,322103,6922
2,322104,6951
2,322105,6979
2,322106,7008
2,322107,7036
2,322108,7065
2,322109,7093
2,322110,7174
2,322111,7259
2,322112,7338
2,322113,7365
2,322114,7449
2,322115,7534
2,322116,7619
2,322117,7703
2,322118,7788
2,322119,7873
2,322120,7883
2,322121,7957
2,322122,8042
2,322123,8126
2,322124,8312
