"ID_SITE","ID_ENTITY","entity_name","latitude","longitude","elevation","depositional_context","measurement_method","TYPE","source","core_location","last_updated","ID_UNIT"
304,373,"Lac Martini core",47.475,-72.7647,242,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
305,374,"Lac a la Montagne Ronde core",48.3208,-68.5653,150,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
307,376,"Lac Perdu core",49.1708,-66.3236,152,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
308,377,"Pessiere_B",49.5,-79.24,280,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-06",149
309,378,"Triangle core",48.71,-65.4139,465,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
310,379,"Lac Flevy core",48.2169,-71.2189,381,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
382,460,"Lily Pond Warwick core",42.68,-72.33,269,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","-777777","2020-03-06",149
383,461,"Otter Pond core",42.65,-72.53,107,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
384,462,"Aino Pond core",42.680759,-71.925514,354,"lake sediment","Pollen slide","influx","IMPD","central core","2021-05-07",149
386,464,"Green Pond core",42.56,-72.51,80,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
614,706,"Lac des Ilets core",48.19,-71.24,120,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","-777777","2020-03-06",23
706,801,"Graham Lake core",45.1833,-77.35,381,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
707,802,"High Lake core",44.5167,-76.6,192,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
728,825,"Butler Lake core",43.662484,-88.134088,316,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-05-07",11
729,826,"Seven Lake core",43.613705,-88.143562,307,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-05-07",11
862,960,"Spring Lake core",48.57777778,-80.88072222,NA,"-777777","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-16",149
886,984,"Anderson Pond core",36.028494901294,-85.5051163141084,300,"-777777","Pollen slide","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",146
847,1335,"Avril Lake Core",49.36874,-89.41847,472,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",149
848,1338,"Beaver Lake Core",49.53435,-90.40019,468,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",149
849,1339,"Ben Lake Core",49.35695,-89.76956,480,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",149
851,1346,"Dom Lake Core",49.43966,-89.63204,470,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",149
844,1352,"Folly Core",45.45826,-75.77775,133,"bog sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
1149,1360,"Jones Lake Core",49.446389,-99.291111,409,"lake sediment","Sieved","concentration","NOAA","central core","2021-05-07",113
850,1366,"Lac Christelle Core",49.73214,-84.25453,291,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
852,1367,"Lac du Berger Core",49.41851,-90.47587,479,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
1158,1377,"Lebel core",49.0983,-68.2216,22,"bog sediment","Sieved","concentration","author","central core","2020-03-13",180
861,1402,"Small Lake Core SML",49.581111,-90.385556,478,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
1125,1418,"Baie core",49.0966,-68.25,17,"bog sediment","Sieved","concentration","author","central core","2020-03-13",11
1164,1438,"Manic core",49.1183,-68.305,22,"bog sediment","Sieved","concentration","author","central core","2020-03-13",11
400,1454,"West Olaf Lake Core",46.61,-96.18,402,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",15
265,1485,"Lac a l'ange core",47.46,-70.4,648,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 3","-777777","2020-03-13",149
1210,1498,"CAS 100",49.5522925,-78.98717844,270,"bog sediment","Sieved","concentration","author","central core","2020-03-27",180
1212,1500,"Chasseur core",47.745775,-79.0874527777778,275,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2021-05-07",14
1213,1502,"Fur core",46.7102166666667,-78.7897333333333,288,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2020-03-27",14
1215,1504,"Geais core",49.89,-78.65,280,"lake sediment","Sieved","influx","author","central core","2021-05-07",14
1220,1511,"Labelle core",48.1802416666667,-79.4570111111111,375,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2021-05-07",14
1222,1514,"Loutre core",49.7116944444444,-78.3358333333333,274,"lake sediment","Sieved","influx","author","central core","2021-05-07",14
1224,1516,"Profond core",49.8611388888889,-78.6133055555556,270,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2021-05-07",14
1225,1517,"Raynald core",49.8092777777778,-78.5358333333333,250,"lake sediment","Sieved","influx","author","central core","2021-05-07",14
1231,1535,"Lili core",49.1737502777778,-79.3741475,320,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2021-05-07",14
1233,1537,"M15 core",49.7858333333333,-95.1902777777778,337,"lake sediment","Sieved","influx","author","central core","2021-05-07",149
1234,1538,"M16 core",49.8158333333333,-95.2655555555556,341,"lake sediment","Sieved","influx","author","central core","2021-05-07",149
1236,1540,"O4 core",49.7575,-94.8777777777778,366,"lake sediment","Sieved","influx","author","central core","2021-05-07",149
1237,1541,"O6 core",49.8213888888889,-94.7836111111111,361,"lake sediment","Sieved","influx","author","central core","2021-05-07",149
1277,1641,"V1",49.4211,-79.003,272,"bog sediment","Sieved","concentration","author","central core",NA,180
1299,1672,"L1",49.1723,-79.3703,317,"bog sediment","Sieved","concentration","author","central core",NA,180
1373,1777,"Lac Geai SBL core",45.995878,-73.993222,360,"lake sediment","Pollen slide","concentration","author","central core","2021-02-12",123
1379,1786,"Copper Falls Lake core",47.417,-88.192,392,"lake sediment","sieved","count","IMPD","-999999","2021-02-15",34
1420,1837,"Noir core",45.775,-75.133,176,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1421,1838,"Tawny core",44.817,-77.183,276,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1422,1839,"Stoll core",44.967,-77.283,303,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1424,1841,"Basin core",44.4666666666667,-70.05,125,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1425,1842,"Conroy core",46.2833333333333,-67.8833333333333,140,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1426,1843,"Clear core",43.75,-74.0166666666667,513,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1427,1844,"Ely core",41.7666666666667,-75.8333333333333,384,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1428,1845,"Hells Kitchen core",46.1833333333333,-89.7,500,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1429,1846,"Little Pine core",45.2833333333333,-91.4833333333333,334,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1430,1847,"Dark core",45.2666666666667,-91.4666666666667,335,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1431,1848,"Ruby core",45.2666666666667,-91.45,330,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1432,1849,"Lake of the Clouds core",48,-91.0166666666667,462,"lake sediment","Pollen slide","influx","author","central core","2021-02-15",145
1450,1867,"Crystal Lake core",44.3339,-93.2113,284,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1451,1868,"Amber Lake core",43.6053,-94.4725,351,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1452,1869,"Eagle CC core",44.8087,-93.9336,294,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1453,1870,"Lake Emily core",44.314,-93.9143,344,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1454,1871,"Fuller Lake core",45.4206,-94.0743,292,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1455,1872,"Goose MC core",44.9855,-94.5863,334,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1456,1873,"Hunt RC core",44.3314,-93.4454,327,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1457,1874,"Kelly Dudley Lake core",44.3523,-93.3708,321,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1458,1875,"Minnreg Lake core",44.6905,-93.3197,-999999,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1459,1876,"Murphy Lake SLC core",44.7105,-93.3417,411,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1460,1877,"Lake Martha WC core",45.1422,-93.7392,295,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1461,1878,"Union Lake RC core",44.4611,-93.3074,306,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1462,1879,"Lily Lake WC core",44.1912,-93.6401,311,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1463,1880,"Fish Lake LSC core",44.2274,-93.6648,310,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1464,1881,"Fish Lake Scott core",44.6492,-93.4597,288,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1492,1911,"Big Spirit Lake core",43.48462,-95.10617,449,"lake sediment","Sieved","concentration","author","-999999","2021-03-01",152
1493,1912,"Bass Lake FC core",43.82053,-94.07825,314,"lake sediment","Sieved","concentration","author","-999999","2021-03-01",152
1494,1913,"Fox Lake MC core",43.67528,-94.69222,381,"lake sediment","Sieved","concentration","author","-999999","2021-03-01",152
1495,1914,"Duck Pond Wellfleet core",41.932448,-70.000651,2.5,"lake sediment","GRAVIMETRIC chemical assay (Winkler method)","influx","author","central core","2021-03-01",256
1496,1915,"Lily Pond NS core",42.4181,-72.3468,303,"lake sediment","pollen slide","concentration","author","central core","2021-03-01",23
1500,1919,"Wickett Pond core",42.57,-72.43167,330,"lake sediment","pollen slide","concentration","author","central core","2021-03-01",23
1501,1920,"Piermont Marsh core",41,-73.9167,29,"bog sediment","pollen slide","concentration","author","central core","2021-03-01",23
1503,1922,"Sutherland Pond core",41.3914,-74.0377,380,"lake sediment","pollen slide","influx","author","central core","2021-03-01",149
1630,2068,"Little Pond Bolton core",42.42234,-71.587738,99,"lake sediment","Pollen slide","concentration","IMPD","central core","2021-03-12",23
1648,2093,"Black HF core",41.3281,-70.7923,13,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1649,2094,"Blaneys Pond HF core",41.4717,-70.7652,5,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1651,2096,"Cain HF core",41.8583,-70.9784,20,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1652,2097,"Coldwater Lake core",46.01666,-99.06666,596,"lake sediment","Sieved","concentration","author","central core","2021-03-25",11
1654,2099,"Deep_Taunton core",41.8824,-71.0115,7,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1657,2102,"Doe HF core",42.1754,-72.7024,79,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1658,2103,"Duarte Pond HF core",41.42,-70.6155,15,"lake sediment","Pollen slide","concentration","author","central core","2021-03-25",113
1659,2104,"Green HF core",42.5668,-72.5111,82,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1661,2106,"Sandy Hill Pond core",41.6896,-70.3648,16,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1662,2107,"Sears HF core",40.8845,-72.5783,2,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1672,2117,"Umpawaug core",41.3061,-73.4497,138,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1673,2118,"Uncle Seth's core",41.4331,-70.6647,13,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1675,2120,"Ware core",42.4825,-70.8825,4,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1676,2121,"Westside core",41.8556,-73.2566,390,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1677,2122,"Wildwood Lake core",40.892,-72.6733,5,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1681,2127,"Blood HF core",42.08,-71.9615,214,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1682,2128,"Harlock Pond HF core",41.403,-70.713,23,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1683,2129,"Icehouse Pond HF core",41.798,-69.961,19,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1688,2134,"Eagle Pond HF core",41.698,-70.137,11,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1689,2135,"Jemima Pond HF core",41.829,-69.985,3,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1720,2167,"Fresh Pond Falmouth HF core",41.5935,-70.5338,6,"lake sediment","Sieved","concentration","author","central core","2021-03-26",302
1724,2171,"Duck Pond_Naushon core",41.494745,-70.71416,3,"lake sediment","-999999","concentration","author","central core","2021-03-30",113
1735,2182,"Marys Pond HF core",41.506151,-70.713474,26,"lake sediment","Sieved","concentration","author","central core","2021-03-30",303
1737,2184,"North Round Pond core",42.8476,-72.4519,317,"lake sediment","pollen slide","concentration","author","central core","2021-03-30",309
1739,2187,"Round Pond_Truro core",41.971,-70.011,4,"lake sediment","Sieved","concentration","author","central core","2021-03-30",302
1748,2196,"Deep Pond_Falmouth core",41.564087,-70.635791,23,"lake sediment","Sieved","concentration","author","central core","2021-04-08",113
1757,2206,"Binnewater core",41.409742,-74.551738,256,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-999999","2021-04-16",169
