"ID_SITE","ID_ENTITY","entity_name","latitude","longitude","elevation","depositional_context","measurement_method","TYPE","source","core_location","last_updated","ID_UNIT"
1848,2303,"Cana Swamp 1",7.75,-77.58,500,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",314
1894,2351,"Lake Wodehouse core",7.65,-77.55,500,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-999999","2021-05-12",38
