"ID_MODEL","ID_SAMPLE","original_est_age"
2,2,46
2,4,93
2,6,139
2,8,184
2,10,230
2,12,275
2,14,321
2,16,366
2,18,411
2,20,456
2,22,500
2,24,545
2,26,589
2,28,633
2,30,677
2,32,720
2,34,764
2,36,807
2,38,850
2,40,893
2,42,936
2,44,979
2,46,1021
2,48,1064
2,50,1106
2,52,1148
2,54,1190
2,56,1231
2,58,1273
2,60,1314
2,62,1355
2,64,1396
2,66,1437
2,68,1478
2,70,1518
2,72,1559
2,74,1599
2,76,1639
2,78,1679
2,80,1718
2,82,1758
2,84,1797
2,86,1836
2,88,1875
2,90,1914
2,92,1953
2,94,1992
2,96,2030
2,98,2068
2,100,2106
2,102,2144
2,104,2182
2,106,2220
2,108,2257
2,110,2294
2,112,2331
2,114,2368
2,116,2405
2,118,2442
2,120,2479
2,122,2515
2,124,2551
2,126,2587
2,128,2623
2,130,2659
2,132,2695
2,134,2730
2,136,2766
2,138,2801
2,140,2836
2,142,2871
2,144,2905
2,146,2940
2,148,2975
2,150,3009
2,152,3043
2,154,3077
2,156,3111
2,158,3145
2,160,3178
2,162,3212
2,164,3245
2,166,3278
2,168,3311
2,170,3344
2,172,3377
2,174,3410
2,176,3442
2,178,3475
2,180,3507
2,182,3539
2,184,3571
2,186,3603
2,188,3634
2,190,3666
2,192,3697
2,194,3729
2,196,3760
2,198,3791
2,200,3822
2,202,3853
2,204,3883
2,206,3914
2,208,3944
2,210,3974
2,212,4004
2,214,4034
2,216,4064
2,218,4094
2,220,4124
2,222,4153
2,224,4182
2,226,4212
2,228,4241
2,230,4270
2,232,4299
2,234,4327
2,236,4356
2,238,4384
2,240,4413
2,242,4441
2,244,4469
2,246,4497
2,248,4525
2,250,4553
2,252,4580
2,254,4608
2,256,4635
2,258,4663
2,260,4690
2,262,4717
2,264,4744
2,266,4771
2,268,4797
2,270,4824
2,272,4851
2,274,4877
2,276,4903
2,278,4929
2,280,4955
2,282,4981
2,284,5007
2,286,5033
2,288,5058
2,290,5084
2,292,5109
2,294,5135
2,296,5160
2,298,5185
2,300,5210
2,302,5235
2,304,5259
2,306,5284
2,308,5309
2,310,5333
2,312,5357
2,314,5382
2,316,5406
2,318,5430
2,320,5454
2,322,5478
2,324,5501
2,326,5525
2,328,5548
2,330,5572
2,332,5595
2,334,5618
2,336,5642
2,338,5665
2,340,5688
2,342,5710
2,344,5733
2,346,5756
2,348,5778
2,350,5801
2,352,5823
2,354,5846
2,356,5868
2,358,5890
2,360,5912
2,362,5934
2,364,5956
2,366,5977
2,368,5999
2,370,6021
2,372,6042
2,374,6063
2,376,6085
2,378,6106
2,380,6127
2,382,6148
2,384,6169
2,386,6190
2,388,6211
2,390,6232
2,392,6252
2,394,6354
2,396,6374
2,398,6394
2,400,6414
2,402,6434
2,404,6454
2,406,6474
2,408,6493
2,410,6513
2,412,6533
2,414,6552
2,416,6571
2,418,6591
2,420,6610
2,422,6629
2,424,6648
2,426,6667
2,428,6686
2,430,6705
2,432,6724
2,434,6742
2,436,6761
2,438,6780
2,440,6798
2,442,6817
2,444,6835
2,446,6853
2,448,6871
2,450,6890
2,452,6908
2,454,6926
2,456,6944
2,458,6962
2,460,6980
2,462,6997
2,464,7015
2,466,7033
2,468,7050
2,470,7068
2,472,7085
2,474,7103
2,476,7120
2,478,7137
2,480,7155
2,482,7172
2,484,7189
2,486,7206
2,488,7223
2,490,7240
2,492,7274
2,494,7291
2,496,7307
2,498,7324
2,500,7341
2,502,7357
2,504,7374
2,506,7390
2,508,7407
2,510,7423
2,512,7439
2,514,7456
2,516,7472
2,518,7488
2,520,7504
2,522,7520
2,524,7536
2,526,7552
2,528,7568
2,530,7584
2,532,7600
2,534,7616
2,536,7632
2,538,7647
2,540,7663
2,542,7679
2,544,7694
2,546,7710
2,548,7725
2,550,7741
2,552,7756
2,554,7772
2,556,7787
2,558,7802
2,560,7818
2,562,7833
2,564,7848
2,566,7863
2,568,7878
2,570,7893
2,572,7908
2,574,7923
2,576,7938
2,578,7953
2,580,7968
2,582,7983
2,584,7998
2,586,8013
2,588,8028
2,590,8043
2,592,8057
2,594,8072
2,596,8087
2,598,8101
2,600,8116
2,602,8131
2,604,8145
2,606,8160
2,608,8174
2,610,8189
2,612,8203
2,614,8218
2,616,8232
