"ID_MODEL","ID_SAMPLE","original_est_age"
5,401924,-38
5,401925,53
5,401926,208
5,401927,704
5,401928,760
5,401929,804
5,401930,912
5,401931,1224
5,401932,1620
5,401933,2006
5,401934,2354
5,401935,2837
5,401936,3336
5,401937,3882
5,401938,4098
5,401939,4218
5,405493,21
5,405494,193
5,405495,431
5,405496,673
5,405497,710
5,405498,768
5,405499,798
5,405500,828
5,405501,1111
5,405502,1269
5,405503,1576
5,405504,1715
5,405505,1966
5,405506,2121
5,405507,2586
5,405508,2735
5,405509,3122
5,405510,3280
5,405511,3677
5,405512,4039
5,405513,4566
5,405514,4682
5,405515,5108
