"ID_SITE","ID_ENTITY","ID_SAMPLE","entity_name","avg_depth","charcoal_measurement","original_est_age","TYPE"
406,485,84843,"Lago Verde core",0.05735,0,-50,"influx"
406,485,84844,"Lago Verde core",0.09295,422.64706,-30,"influx"
406,485,84845,"Lago Verde core",0.22347,0,18,"influx"
406,485,84846,"Lago Verde core",0.44891,19.411765,141,"influx"
406,485,84847,"Lago Verde core",0.49044,3.5294118,168,"influx"
406,485,84848,"Lago Verde core",0.64272,0,230,"influx"
406,485,84849,"Lago Verde core",0.72182,0,268,"influx"
406,485,84850,"Lago Verde core",0.8029,0,306,"influx"
406,485,84851,"Lago Verde core",0.84641,0,329,"influx"
406,485,84852,"Lago Verde core",0.882,45.882353,347,"influx"
406,485,84853,"Lago Verde core",0.93935,0,374,"influx"
406,485,84854,"Lago Verde core",0.99077,0,398,"influx"
406,485,84855,"Lago Verde core",1.05603,3.5294118,429,"influx"
406,485,84856,"Lago Verde core",1.17073,0,476,"influx"
406,485,84857,"Lago Verde core",1.25775,64.411765,528,"influx"
406,485,84858,"Lago Verde core",1.46737,22.941176,624,"influx"
406,485,84859,"Lago Verde core",1.82927,32.647059,792,"influx"
406,485,84860,"Lago Verde core",2.10415,38.823529,919,"influx"
406,485,84861,"Lago Verde core",2.45023,26.470588,1080,"influx"
406,485,84862,"Lago Verde core",2.66777,93.529412,1189,"influx"
406,485,84863,"Lago Verde core",2.89123,71.470588,1295,"influx"
406,485,84864,"Lago Verde core",2.94265,22.941176,1326,"influx"
406,485,84865,"Lago Verde core",3.12261,90.882353,1411,"influx"
406,485,84866,"Lago Verde core",3.57152,32.647059,1624,"influx"
406,485,84867,"Lago Verde core",3.81674,97.058824,1736,"influx"
406,485,84868,"Lago Verde core",4.23599,67.941176,1932,"influx"
406,485,84869,"Lago Verde core",4.32301,29.117647,1976,"influx"
406,485,84870,"Lago Verde core",4.51088,122.64706,2059,"influx"
406,485,84871,"Lago Verde core",4.65524,32.647059,2134,"influx"
406,485,84872,"Lago Verde core",4.95188,0,2271,"influx"
684,779,125945,"Laguna Verde core",0.020062,16.74,-28,"pollen concentration"
684,779,125946,"Laguna Verde core",0.589835,18.1,623,"pollen concentration"
684,779,125947,"Laguna Verde core",0.962996,19.81,1050,"pollen concentration"
684,779,125948,"Laguna Verde core",1.496656,7.51,1664,"pollen concentration"
684,779,125949,"Laguna Verde core",1.994204,6.15,2225,"pollen concentration"
684,779,125950,"Laguna Verde core",2.45564,140.77,2666,"pollen concentration"
684,779,125951,"Laguna Verde core",3.061525,56.03,3119,"pollen concentration"
684,779,125952,"Laguna Verde core",3.326349,21.18,3288,"pollen concentration"
684,779,125953,"Laguna Verde core",3.575123,46.81,3440,"pollen concentration"
684,779,125954,"Laguna Verde core",3.823897,36.21,3589,"pollen concentration"
684,779,125955,"Laguna Verde core",4.072671,13.66,3740,"pollen concentration"
684,779,125956,"Laguna Verde core",4.321445,15.03,3899,"pollen concentration"
684,779,125957,"Laguna Verde core",4.590281,30.41,4086,"pollen concentration"
684,779,125958,"Laguna Verde core",4.875167,21.18,4306,"pollen concentration"
684,779,125959,"Laguna Verde core",5.107891,10.59,4503,"pollen concentration"
684,779,125960,"Laguna Verde core",5.408828,28.7,4776,"pollen concentration"
684,779,125961,"Laguna Verde core",5.641552,33.14,4997,"pollen concentration"
684,779,125962,"Laguna Verde core",5.834151,30.41,5183,"pollen concentration"
684,779,125963,"Laguna Verde core",6.119037,6.1503417,5462,"pollen concentration"
684,779,125964,"Laguna Verde core",6.440036,9.22,5774,"pollen concentration"
684,779,125965,"Laguna Verde core",6.761034,15.03,6077,"pollen concentration"
684,779,125966,"Laguna Verde core",7.114133,11.95,6402,"pollen concentration"
684,779,125967,"Laguna Verde core",7.382969,9.22,6644,"pollen concentration"
684,779,125968,"Laguna Verde core",7.683905,13.66,6911,"pollen concentration"
684,779,125969,"Laguna Verde core",7.952742,19.81,7145,"pollen concentration"
684,779,125970,"Laguna Verde core",8.217566,22.55,7374,"pollen concentration"
684,779,125971,"Laguna Verde core",8.699064,57.4,7786,"pollen concentration"
684,779,125972,"Laguna Verde core",9.020062,16.74,8060,"pollen concentration"
