"ID_SITE","ID_ENTITY","ID_SAMPLE","entity_name","avg_depth","charcoal_measurement","original_est_age","TYPE"
256,313,57305,"Kabata Swamp core",0.209,12.53,110,"concentration"
256,313,57306,"Kabata Swamp core",1.082,5.181,229,"concentration"
256,313,57307,"Kabata Swamp core",1.328,8.193,239,"concentration"
256,313,57308,"Kabata Swamp core",1.426,8.916,242,"concentration"
256,313,57309,"Kabata Swamp core",1.634,5.181,250,"concentration"
256,313,57310,"Kabata Swamp core",1.732,11.084,259,"concentration"
256,313,57311,"Kabata Swamp core",1.902,16.265,287,"concentration"
256,313,57312,"Kabata Swamp core",2.025,16.988,322,"concentration"
256,313,57313,"Kabata Swamp core",2.181,5.904,393,"concentration"
256,313,57314,"Kabata Swamp core",2.475,5.181,636,"concentration"
256,313,57315,"Kabata Swamp core",2.624,5.181,829,"concentration"
256,313,57316,"Kabata Swamp core",2.826,5.181,1186,"concentration"
256,313,57317,"Kabata Swamp core",2.976,7.349,1531,"concentration"
256,313,57318,"Kabata Swamp core",3.171,11.807,2097,"concentration"
256,313,57319,"Kabata Swamp core",3.268,6.627,2434,"concentration"
256,313,57320,"Kabata Swamp core",3.424,3.735,3054,"concentration"
256,313,57321,"Kabata Swamp core",3.666,5.181,4212,"concentration"
256,313,57322,"Kabata Swamp core",3.757,6.627,4708,"concentration"
256,313,57323,"Kabata Swamp core",3.874,6.627,5395,"concentration"
256,313,57324,"Kabata Swamp core",4.219,21.446,7683,"concentration"
256,313,57325,"Kabata Swamp core",4.421,18.434,9156,"concentration"
256,313,57326,"Kabata Swamp core",4.564,9.639,10237,"concentration"
256,313,57327,"Kabata Swamp core",4.669,11.084,11043,"concentration"
256,313,57328,"Kabata Swamp core",4.916,7.349,12955,"concentration"
256,313,57329,"Kabata Swamp core",5.072,7.349,14163,"concentration"
256,313,57330,"Kabata Swamp core",5.11,8.193,14457,"concentration"
256,313,57331,"Kabata Swamp core",5.456,8.193,17137,"concentration"
256,313,57332,"Kabata Swamp core",5.612,8.916,18345,"concentration"
256,313,57333,"Kabata Swamp core",5.762,6.627,19507,"concentration"
649,744,124078,"MMII",0,1,100,"concentration"
649,744,124079,"MMII",0.15,1,106,"concentration"
649,744,124080,"MMII",0.2,1,108,"concentration"
649,744,124081,"MMII",0.3,1,112,"concentration"
649,744,124082,"MMII",0.45,1,118,"concentration"
649,744,124083,"MMII",0.55,0,122,"concentration"
649,744,124084,"MMII",0.95,0,138,"concentration"
649,744,124085,"MMII",1.1,0,4602,"concentration"
649,744,124086,"MMII",1.7,0,5126,"concentration"
649,744,124087,"MMII",1.9,0,5301,"concentration"
649,744,124088,"MMII",2,0,5388,"concentration"
649,744,124089,"MMII",2.2,0,5563,"concentration"
649,744,124090,"MMII",2.45,0,5782,"concentration"
649,744,124091,"MMII",2.47,0,5799,"concentration"
649,744,124092,"MMII",2.8,0,6087,"concentration"
649,744,124093,"MMII",3.05,0,6306,"concentration"
649,744,124094,"MMII",3.2,1,6437,"concentration"
649,744,124095,"MMII",3.25,0,6481,"concentration"
649,744,124096,"MMII",3.35,1,6568,"concentration"
649,744,124097,"MMII",3.4,1,6612,"concentration"
649,744,124098,"MMII",3.45,0,6655,"concentration"
649,744,124099,"MMII",3.6,1,6787,"concentration"
649,744,124100,"MMII",3.85,1,7005,"concentration"
649,744,124101,"MMII",3.9,1,7035,"concentration"
649,744,124102,"MMII",4.05,1,7126,"concentration"
649,744,124103,"MMII",4.15,1,7186,"concentration"
649,744,124104,"MMII",4.25,0,7247,"concentration"
649,744,124105,"MMII",4.7,1,7519,"concentration"
649,744,124106,"MMII",5.05,1,7643,"concentration"
649,744,124107,"MMII",5.3,0,7732,"concentration"
649,744,124108,"MMII",5.45,1,7785,"concentration"
649,744,124109,"MMII",5.65,1,7856,"concentration"
649,744,124110,"MMII",5.75,1,7892,"concentration"
649,744,124111,"MMII",5.95,0,7963,"concentration"
649,744,124112,"MMII",6.35,0,8105,"concentration"
653,748,124147,"Hayk core",0,0,0,"concentration"
653,748,124148,"Hayk core",0.001,6.7605634,1,"concentration"
653,748,124149,"Hayk core",0.037,15.023474,2,"concentration"
653,748,124150,"Hayk core",0.075,5.3521127,41,"concentration"
653,748,124151,"Hayk core",0.116,4.2253521,132,"concentration"
653,748,124152,"Hayk core",0.156,3.943662,233,"concentration"
653,748,124153,"Hayk core",0.194,6.7605634,330,"concentration"
653,748,124154,"Hayk core",0.231,5.3521127,424,"concentration"
653,748,124155,"Hayk core",0.276,20.657277,538,"concentration"
653,748,124156,"Hayk core",0.316,42.535211,640,"concentration"
653,748,124157,"Hayk core",0.355,23.192488,740,"concentration"
653,748,124158,"Hayk core",0.395,32.58216,840,"concentration"
653,748,124159,"Hayk core",0.435,20.375587,942,"concentration"
653,748,124160,"Hayk core",0.473,6.4788732,1038,"concentration"
653,748,124161,"Hayk core",0.517,16.995305,1140,"concentration"
653,748,124162,"Hayk core",0.556,26.384977,1150,"concentration"
653,748,124163,"Hayk core",0.596,13.051643,1152,"concentration"
653,748,124164,"Hayk core",0.636,8.4507042,1153,"concentration"
653,748,124165,"Hayk core",0.672,7.0422535,1155,"concentration"
653,748,124166,"Hayk core",0.716,35.680751,1157,"concentration"
653,748,124167,"Hayk core",0.779,8.7323944,1158,"concentration"
653,748,124168,"Hayk core",0.835,9.5774648,1159,"concentration"
653,748,124169,"Hayk core",0.893,11.079812,1161,"concentration"
653,748,124170,"Hayk core",0.954,43.380282,1189,"concentration"
653,748,124171,"Hayk core",1.016,45.633803,1251,"concentration"
653,748,124172,"Hayk core",1.076,39.906103,1311,"concentration"
653,748,124173,"Hayk core",1.139,20.657277,1374,"concentration"
653,748,124174,"Hayk core",1.226,19.248826,1461,"concentration"
653,748,124175,"Hayk core",1.318,11.924883,1627,"concentration"
653,748,124176,"Hayk core",1.461,10.140845,2016,"concentration"
653,748,124177,"Hayk core",1.6,9.2957746,2350,"concentration"
865,963,159517,"Lake Doukoulou 2010 core",0.5,2.15,-61,"influx"
865,963,159518,"Lake Doukoulou 2010 core",1.5,10.52,-60,"influx"
865,963,159519,"Lake Doukoulou 2010 core",2.5,12.67,-60,"influx"
865,963,159520,"Lake Doukoulou 2010 core",3.5,21.33,-60,"influx"
865,963,159521,"Lake Doukoulou 2010 core",4.5,33.47,-59,"influx"
865,963,159522,"Lake Doukoulou 2010 core",5.5,0.86,-57,"influx"
865,963,159523,"Lake Doukoulou 2010 core",6.5,1.97,-54,"influx"
865,963,159524,"Lake Doukoulou 2010 core",7.5,2.52,-51,"influx"
865,963,159525,"Lake Doukoulou 2010 core",8.5,2.93,-47,"influx"
865,963,159526,"Lake Doukoulou 2010 core",9.5,4.01,-43,"influx"
865,963,159527,"Lake Doukoulou 2010 core",10.5,22.37,-37,"influx"
865,963,159528,"Lake Doukoulou 2010 core",11.5,1.45,-29,"influx"
865,963,159529,"Lake Doukoulou 2010 core",12.5,6.32,-21,"influx"
865,963,159530,"Lake Doukoulou 2010 core",13.5,4.35,-14,"influx"
865,963,159531,"Lake Doukoulou 2010 core",14.5,10.83,-8,"influx"
865,963,159532,"Lake Doukoulou 2010 core",15.5,26.23,-3,"influx"
866,964,159533,"Lake Gbali 2010 core",0.5,7.92,-61,"influx"
866,964,159534,"Lake Gbali 2010 core",1.5,2.4,-60,"influx"
866,964,159535,"Lake Gbali 2010 core",2.5,2.92,-60,"influx"
866,964,159536,"Lake Gbali 2010 core",3.5,1.5,-59,"influx"
866,964,159537,"Lake Gbali 2010 core",4.5,2.42,-58,"influx"
866,964,159538,"Lake Gbali 2010 core",5.5,15.59,-57,"influx"
866,964,159539,"Lake Gbali 2010 core",6.5,1.33,-56,"influx"
866,964,159540,"Lake Gbali 2010 core",7.5,5.74,-56,"influx"
866,964,159541,"Lake Gbali 2010 core",8.5,64.1,-55,"influx"
866,964,159542,"Lake Gbali 2010 core",9.5,168.35,-55,"influx"
866,964,159543,"Lake Gbali 2010 core",10.5,17.78,-55,"influx"
866,964,159544,"Lake Gbali 2010 core",11.5,7.66,-55,"influx"
866,964,159545,"Lake Gbali 2010 core",12.5,7.29,-54,"influx"
866,964,159546,"Lake Gbali 2010 core",13.5,5.08,-53,"influx"
866,964,159547,"Lake Gbali 2010 core",14.5,4.91,-52,"influx"
866,964,159548,"Lake Gbali 2010 core",15.5,85.67,-51,"influx"
866,964,159549,"Lake Gbali 2010 core",16.5,21.77,-51,"influx"
866,964,159550,"Lake Gbali 2010 core",17.5,68.52,-50,"influx"
866,964,159551,"Lake Gbali 2010 core",18.5,182.85,-50,"influx"
866,964,159552,"Lake Gbali 2010 core",19.5,48.82,-50,"influx"
866,964,159553,"Lake Gbali 2010 core",20.5,34.72,-49,"influx"
866,964,159554,"Lake Gbali 2010 core",21.5,26.47,-49,"influx"
866,964,159555,"Lake Gbali 2010 core",22.5,22.76,-48,"influx"
866,964,159556,"Lake Gbali 2010 core",23.5,44.74,-46,"influx"
866,964,159557,"Lake Gbali 2010 core",24.5,23.01,-43,"influx"
866,964,159558,"Lake Gbali 2010 core",25.5,114.37,-40,"influx"
866,964,159559,"Lake Gbali 2010 core",26.5,29.32,-37,"influx"
866,964,159560,"Lake Gbali 2010 core",27.5,55.54,-33,"influx"
866,964,159561,"Lake Gbali 2010 core",28.5,18.3,-29,"influx"
866,964,159562,"Lake Gbali 2010 core",29.5,50.67,-24,"influx"
866,964,159563,"Lake Gbali 2010 core",30.5,42.58,-19,"influx"
866,964,159564,"Lake Gbali 2010 core",31.5,80.56,-14,"influx"
866,964,159565,"Lake Gbali 2010 core",32.5,9.92,-9,"influx"
866,964,159566,"Lake Gbali 2010 core",33.5,21.23,-4,"influx"
866,964,159567,"Lake Gbali 2010 core",34.5,16.78,1,"influx"
866,964,159568,"Lake Gbali 2010 core",35.5,21.92,6,"influx"
866,964,159569,"Lake Gbali 2010 core",36.5,19.33,11,"influx"
866,964,159570,"Lake Gbali 2010 core",37.5,27.59,16,"influx"
866,964,159571,"Lake Gbali 2010 core",38.5,8.68,21,"influx"
866,964,159572,"Lake Gbali 2010 core",39.5,36.85,27,"influx"
866,964,159573,"Lake Gbali 2010 core",40.5,21.03,32,"influx"
866,964,159574,"Lake Gbali 2010 core",41.5,11.57,37,"influx"
868,966,159696,"Lake Nguengue 2010 core",0.5,20.21,-61,"influx"
868,966,159697,"Lake Nguengue 2010 core",1.5,5.41,-61,"influx"
868,966,159698,"Lake Nguengue 2010 core",2.5,10.94,-60,"influx"
868,966,159699,"Lake Nguengue 2010 core",3.5,32.07,-60,"influx"
868,966,159700,"Lake Nguengue 2010 core",4.5,45.76,-60,"influx"
868,966,159701,"Lake Nguengue 2010 core",5.5,32.65,-60,"influx"
868,966,159702,"Lake Nguengue 2010 core",6.5,20.7,-60,"influx"
868,966,159703,"Lake Nguengue 2010 core",7.5,9.23,-60,"influx"
868,966,159704,"Lake Nguengue 2010 core",8.5,11.19,-60,"influx"
868,966,159705,"Lake Nguengue 2010 core",9.5,11.86,-59,"influx"
868,966,159706,"Lake Nguengue 2010 core",10.5,3.8,-58,"influx"
868,966,159707,"Lake Nguengue 2010 core",11.5,4.14,-57,"influx"
868,966,159708,"Lake Nguengue 2010 core",12.5,3.34,-55,"influx"
868,966,159709,"Lake Nguengue 2010 core",13.5,0.94,-52,"influx"
868,966,159710,"Lake Nguengue 2010 core",14.5,1.03,-47,"influx"
868,966,159711,"Lake Nguengue 2010 core",15.5,1.11,-41,"influx"
868,966,159712,"Lake Nguengue 2010 core",16.5,1.74,-33,"influx"
868,966,159713,"Lake Nguengue 2010 core",17.5,1.01,-22,"influx"
868,966,159714,"Lake Nguengue 2010 core",18.5,0.32,-6,"influx"
