"age","locfit","cu95","cl95","nsites","window","nsamples","Region"
-60,-1.0556001954724,-0.651604325379139,-1.51157081795104,34,20,74,"TENA_E"
-50,-0.772867915965105,-0.552761561843945,-1.01231334451074,70,20,78,"TENA_E"
-40,-0.513069563976923,-0.28889453975632,-0.76469434662472,69,20,84,"TENA_E"
-30,-0.439071222033919,-0.241932657327064,-0.620762871005811,73,20,95,"TENA_E"
-20,-0.386274371451234,-0.212301876331968,-0.548369090769247,82,20,95,"TENA_E"
-10,-0.281380000451812,-0.100546968103978,-0.462567488523884,85,20,100,"TENA_E"
0,-0.0537719117011007,0.122535696697432,-0.227092988140454,89,20,103,"TENA_E"
10,0.0735809535677563,0.259082779826298,-0.102074783607755,86,20,106,"TENA_E"
20,0.167235998857497,0.329728379566032,0.00661616669518962,91,20,106,"TENA_E"
30,0.210964637192937,0.395717659345117,0.0353244335738639,93,20,107,"TENA_E"
40,0.157556156862105,0.336922208351299,-0.010519006568195,89,20,110,"TENA_E"
50,0.106582620290162,0.269300873661455,-0.0304623914286567,89,20,107,"TENA_E"
60,0.0530132600607466,0.219354378393426,-0.115805656364384,92,20,105,"TENA_E"
70,-0.022200258707689,0.144507229872812,-0.189067969436054,85,20,100,"TENA_E"
80,-0.0807026891337583,0.0816262534442852,-0.244015800997419,80,20,101,"TENA_E"
90,-0.0344817224983958,0.117654192690399,-0.196494057152416,86,20,100,"TENA_E"
100,0.0323490279455015,0.205336318092627,-0.135365719110575,89,20,102,"TENA_E"
110,0.039103072209471,0.214474254917853,-0.118706420541668,88,20,104,"TENA_E"
120,-0.0746873045710998,0.0778890916325872,-0.239610866902337,91,20,104,"TENA_E"
130,-0.0804863372458261,0.08622065064541,-0.242268872290298,86,20,104,"TENA_E"
140,-0.0567969204175299,0.139166290820892,-0.250394400097691,83,20,103,"TENA_E"
150,-0.0379896704828674,0.172376522205335,-0.247728407452628,88,20,104,"TENA_E"
160,0.0281712799332757,0.226179915574135,-0.174987273580662,86,20,101,"TENA_E"
170,0.17081764912135,0.389020459247815,-0.0727972822388834,77,20,101,"TENA_E"
180,0.162380782307134,0.382351567129717,-0.0584030765202846,80,20,95,"TENA_E"
190,0.0379788217382473,0.243320194079464,-0.20573303379228,77,20,97,"TENA_E"
200,-0.161451051013075,0.126099817685691,-0.477257168649394,72,20,94,"TENA_E"
