"age","locfit","cu95","cl95","nsites","window","nsamples","Region"
-60,0.318465275638127,1.11448467547976,-0.319436866755144,9,10,27,"AUST"
-50,-0.133891137082693,0.279303056611793,-0.604288316469273,27,20,36,"AUST"
-40,-0.365065815330991,0.000447043465368241,-0.731479886490226,27,20,40,"AUST"
-30,-0.107394476142691,0.242312507621211,-0.466722195348242,28,20,37,"AUST"
-20,-0.0432938787009946,0.286041295952563,-0.415061554458596,25,20,35,"AUST"
-10,0.108485506708175,0.355121075732594,-0.129931903552478,26,20,56,"AUST"
0,-0.0070772825958905,0.237851806713803,-0.239998325916042,48,20,56,"AUST"
10,0.104033735628606,0.41497167237542,-0.203339247105282,35,20,58,"AUST"
20,0.0163106826373089,0.291852261999595,-0.246892520298228,37,20,47,"AUST"
30,0.0392137328521341,0.275210386820434,-0.204485096841825,37,20,48,"AUST"
40,0.0247879904382759,0.225277331816031,-0.182465125048852,41,20,51,"AUST"
50,-0.216243128890078,0.0605692916207671,-0.496628459838132,39,20,53,"AUST"
60,-0.0604401425833642,0.233458256652091,-0.359630434343914,36,20,53,"AUST"
70,0.152249024168192,0.347737962235439,-0.0297269165159944,39,20,50,"AUST"
80,0.104258238907411,0.360863712658434,-0.131951538881828,35,20,49,"AUST"
90,-0.017656669522764,0.226401879475591,-0.290076301695153,32,20,49,"AUST"
100,-0.172882870620294,0.117253671233879,-0.462930358482396,33,20,50,"AUST"
110,-0.255033253478386,0.11661460386892,-0.577420792322439,27,20,48,"AUST"
120,-0.00554492073063435,0.312485113448127,-0.336239750705034,31,20,41,"AUST"
130,-0.116401163896901,0.258143829921788,-0.476648008008778,30,20,40,"AUST"
140,-0.043112749510439,0.322275263040277,-0.406753149344656,28,20,39,"AUST"
150,0.0536527399441528,0.439338837275203,-0.353012057379882,27,20,40,"AUST"
160,0.148382272649006,0.48218770604447,-0.204086151922019,28,20,39,"AUST"
170,-0.136898824316048,0.160280854012545,-0.458885673442022,31,20,39,"AUST"
180,-0.339836534026203,0.178330410021456,-0.81117749280506,26,20,42,"AUST"
190,-0.00594274768679039,0.395701879166216,-0.388250872279436,27,20,40,"AUST"
200,0.0115902974907168,0.386489942740189,-0.401357641648325,31,20,39,"AUST"
