"ID_ENTITY","ID_SAMPLE","depth","est_age","sed_rate","quant","conc","influx","xst_level","conc_source","influx_source"
1686,320725,0.005,-45,1.5,35855.7082066869,35855.7082066869,53783.5623100304,"CONC","data","calculated from conc "
1686,320726,0.035,-43,1,3091.33333333333,3091.33333333333,3091.33333333333,"CONC","data","calculated from conc "
1686,320727,0.055,-41,1.2,43734.9520295203,43734.9520295203,52481.9424354244,"CONC","data","calculated from conc "
1686,320728,0.085,-38,0.8,3907.27290836653,3907.27290836653,3125.81832669322,"CONC","data","calculated from conc "
1686,320729,0.105,-36,1,71080.3289473684,71080.3289473684,71080.3289473684,"CONC","data","calculated from conc "
1686,320730,0.125,-34,1.2,18980.2627118644,18980.2627118644,22776.3152542373,"CONC","data","calculated from conc "
1686,320731,0.155,-31,0.8,99295.7586206896,99295.7586206896,79436.6068965516,"CONC","data","calculated from conc "
1686,320732,0.175,-29,0.857142857142857,23977.6495726496,23977.6495726496,20552.2710622711,"CONC","data","calculated from conc "
1686,320733,0.205,-24,0.6,111483.929577465,111483.929577465,66890.357746479,"CONC","data","calculated from conc "
1686,320734,0.235,-19,0.666666666666667,17797.362924282,17797.362924282,11864.908616188,"CONC","data","calculated from conc "
1686,320735,0.265,-15,0.499999999999999,77255.7321428571,77255.7321428571,38627.8660714285,"CONC","data","calculated from conc "
1686,320736,0.285,-11,0.5,23236.9843049327,23236.9843049327,11618.4921524664,"CONC","data","calculated from conc "
1686,320737,0.305,-7,0.333333333333334,90148.3232628399,90148.3232628399,30049.4410876133,"CONC","data","calculated from conc "
1686,320738,0.315,-5,0.800000000000001,46665.3503184713,46665.3503184713,37332.2802547771,"CONC","data","calculated from conc "
1686,320739,0.335,-2,0.57142857142857,34843.4914611006,34843.4914611006,19910.5665492003,"CONC","data","calculated from conc "
1686,320740,0.355,2,0.333333333333334,187454.546703297,187454.546703297,62484.8489010991,"CONC","data","calculated from conc "
1686,320741,0.365,4,1.14285714285714,18969.5454545455,18969.5454545455,21679.4805194806,"CONC","data","calculated from conc "
1686,320742,0.405,9,0.333333333333332,19813.2683658171,19813.2683658171,6604.42278860567,"CONC","data","calculated from conc "
1686,320743,0.415,10,1.5,97873.8214285714,97873.8214285714,146810.732142857,"CONC","data","calculated from conc "
1686,320744,0.445,13,0.800000000000001,18562.9099678457,18562.9099678457,14850.3279742766,"CONC","data","calculated from conc "
1686,320745,0.465,15,0.999999999999998,34622.2433035714,34622.2433035714,34622.2433035713,"CONC","data","calculated from conc "
1686,320746,0.485,17,0.666666666666667,79508.7696335079,79508.7696335079,53005.8464223386,"CONC","data","calculated from conc "
1686,320747,0.495,18,0.666666666666667,40885.0145137881,40885.0145137881,27256.6763425254,"CONC","data","calculated from conc "
1686,320748,0.505,20,0.800000000000001,116321.809290954,116321.809290954,93057.4474327633,"CONC","data","calculated from conc "
1686,320749,0.525,23,0.666666666666667,26000.0954979536,26000.0954979536,17333.3969986357,"CONC","data","calculated from conc "
1686,320750,0.545,26,0.499999999999998,86943.75,86943.75,43471.8749999998,"CONC","data","calculated from conc "
1686,320751,0.565,31,0.5,12993.7912087912,12993.7912087912,6496.89560439561,"CONC","data","calculated from conc "
1686,320752,0.595,38,0.4,37612.6222826087,37612.6222826087,15045.0489130435,"CONC","data","calculated from conc "
1686,320753,0.635,51,0.303030303030303,34264.5575221239,34264.5575221239,10383.1992491285,"CONC","data","calculated from conc "
1686,320754,0.685,71,0.0833333333333325,26550.564516129,26550.564516129,2212.54704301073,"CONC","data","calculated from conc "
1686,320755,0.695,75,0.5,85747.1595900439,85747.1595900439,42873.579795022,"CONC","data","calculated from conc "
1686,320756,0.745,91,0.352941176470589,46329.1453744493,46329.1453744493,16351.4630733351,"CONC","data","calculated from conc "
1686,320757,0.805,109,0.166666666666666,47532.8840125392,47532.8840125392,7922.14733542316,"CONC","data","calculated from conc "
1686,320758,0.825,115,0.333333333333334,43873.1538461538,43873.1538461538,14624.3846153846,"CONC","data","calculated from conc "
1686,320759,0.845,121,0.333333333333334,50129.7297297297,50129.7297297297,16709.9099099099,"CONC","data","calculated from conc "
1686,320760,0.865,127,0.375,29462.9758713137,29462.9758713137,11048.6159517426,"CONC","data","calculated from conc "
1686,320761,0.895,137,0.363636363636364,36511.0681586979,36511.0681586979,13276.7520577083,"CONC","data","calculated from conc "
1686,320762,0.935,149,0.222222222222221,69819.8032994924,69819.8032994924,15515.5118443316,"CONC","data","calculated from conc "
1686,320763,0.955,155,0.222222222222222,40015.3595658073,40015.3595658073,8892.30212573496,"CONC","data","calculated from conc "
1686,320764,0.985,176,0.125,46949.625,46949.625,5868.70312499998,"CONC","data","calculated from conc "
1686,320765,1.015,203,0.109090909090909,119140.107421875,119140.107421875,12997.1026278409,"CONC","data","calculated from conc "
1686,320766,1.045,231,0.136986301369863,64816.677377892,64816.677377892,8878.99690108111,"CONC","data","calculated from conc "
1686,320767,1.095,276,0.111111111111111,63901.5147783251,63901.5147783251,7100.1683087028,"CONC","data","calculated from conc "
1686,320768,1.145,321,0.10989010989011,27418.7826086956,27418.7826086956,3013.0530339226,"CONC","data","calculated from conc "
1686,320769,1.195,367,0.11864406779661,28466.5250965251,28466.5250965251,3377.38433348602,"CONC","data","calculated from conc "
1686,320770,1.265,439,0.0813008130081301,14374.7,14374.7,1168.67479674797,"CONC","data","calculated from conc "
1686,320771,1.315,490,0.0970873786407768,15765.8,15765.8,1530.66019417476,"CONC","data","calculated from conc "
1686,320772,1.365,542,0.116279069767442,12827.7663934426,12827.7663934426,1491.60074342356,"CONC","data","calculated from conc "
1686,320773,1.415,576,0.166666666666667,12933.7809917355,12933.7809917355,2155.63016528925,"CONC","data","calculated from conc "
1686,320774,1.465,602,0.188679245283018,18593.9108910891,18593.9108910891,3508.28507379038,"CONC","data","calculated from conc "
1686,320775,1.515,629,0.188679245283019,19256.9628099174,19256.9628099174,3633.38920941838,"CONC","data","calculated from conc "
1686,320776,1.565,655,0.188679245283019,15131.2631578947,15131.2631578947,2854.95531281032,"CONC","data","calculated from conc "
1686,320777,1.615,682,0.188679245283019,25880.9302325581,25880.9302325581,4883.19438350153,"CONC","data","calculated from conc "
1686,320778,1.665,708,0.188679245283019,16395.1071428571,16395.1071428571,3093.41644204851,"CONC","data","calculated from conc "
1686,320779,1.715,735,0.185185185185185,26034.5530726257,26034.5530726257,4821.21353196771,"CONC","data","calculated from conc "
1686,320780,1.765,762,0.188679245283019,23678.2978723404,23678.2978723404,4467.6033721397,"CONC","data","calculated from conc "
1686,320781,1.815,788,0.188679245283019,33386.4,33386.4,6299.32075471699,"CONC","data","calculated from conc "
1686,320782,1.865,815,0.188679245283019,31767.9086538462,31767.9086538462,5993.94502902759,"CONC","data","calculated from conc "
1686,320783,1.915,841,0.188679245283019,12326.2025316456,12326.2025316456,2325.69859087653,"CONC","data","calculated from conc "
1686,320784,1.965,868,0.188679245283019,29041.0051546392,29041.0051546392,5479.43493483759,"CONC","data","calculated from conc "
1686,320785,2.015,894,0.188679245283018,36691.8577981651,36691.8577981651,6922.99203738962,"CONC","data","calculated from conc "
1686,320786,2.065,921,0.18867924528302,41668.8940092166,41668.8940092166,7862.05547343714,"CONC","data","calculated from conc "
1686,320787,2.115,947,0.188679245283018,52803.5340314136,52803.5340314136,9962.93094932328,"CONC","data","calculated from conc "
1686,320788,2.165,974,0.185185185185185,62914.0703517588,62914.0703517588,11650.7537688442,"CONC","data","calculated from conc "
1686,320789,2.215,1001,0.18867924528302,41128.1739130435,41128.1739130435,7760.03281378183,"CONC","data","calculated from conc "
1686,320790,2.265,1027,0.188679245283018,50737.0376712329,50737.0376712329,9573.02597570429,"CONC","data","calculated from conc "
1686,320791,2.315,1054,0.18867924528302,63480.327510917,63480.327510917,11977.4202850787,"CONC","data","calculated from conc "
1686,320792,2.365,1080,0.188679245283018,18243.9344262295,18243.9344262295,3442.25177853386,"CONC","data","calculated from conc "
1686,320793,2.415,1107,0.188679245283018,31126.8232044199,31126.8232044199,5872.98551026788,"CONC","data","calculated from conc "
1686,320794,2.465,1133,0.18867924528302,39313.6956521739,39313.6956521739,7417.67842493851,"CONC","data","calculated from conc "
1686,320795,2.515,1160,0.188679245283018,14986.9889502762,14986.9889502762,2827.73376420305,"CONC","data","calculated from conc "
1686,320796,2.565,1186,0.18867924528302,19537.9213483146,19537.9213483146,3686.400254399,"CONC","data","calculated from conc "
1686,320797,2.615,1213,0.185185185185185,16051.1538461538,16051.1538461538,2972.43589743588,"CONC","data","calculated from conc "
1686,320798,2.665,1240,0.188679245283018,30408.4673366834,30408.4673366834,5737.44666729873,"CONC","data","calculated from conc "
1686,320799,2.715,1266,0.18867924528302,29756.1497326203,29756.1497326203,5614.36787407933,"CONC","data","calculated from conc "
1686,320800,2.765,1293,0.188679245283018,38725.2162162162,38725.2162162162,7306.64456909737,"CONC","data","calculated from conc "
1686,320801,2.815,1319,0.18867924528302,22770.9821428571,22770.9821428571,4296.4117250674,"CONC","data","calculated from conc "
1686,320802,2.865,1346,0.188679245283018,44065.900621118,44065.900621118,8314.32087190903,"CONC","data","calculated from conc "
1686,320803,2.915,1372,0.188679245283018,22896.9875776397,22896.9875776397,4320.1863354037,"CONC","data","calculated from conc "
1686,320804,2.965,1399,0.185185185185186,52451.3114754098,52451.3114754098,9713.20582877964,"CONC","data","calculated from conc "
1686,320805,3.015,1426,0.188679245283018,49452.3988439306,49452.3988439306,9330.64129130763,"CONC","data","calculated from conc "
1686,320806,3.065,1452,0.18867924528302,29533.2738095238,29533.2738095238,5572.31581311773,"CONC","data","calculated from conc "
1686,320807,3.115,1479,0.188679245283018,24151.0416666667,24151.0416666667,4556.8003144654,"CONC","data","calculated from conc "
1686,320808,3.165,1505,0.188679245283018,37306.7727272727,37306.7727272727,7039.0137221269,"CONC","data","calculated from conc "
1686,320809,3.215,1532,0.18867924528302,55257.5833333333,55257.5833333333,10425.9591194969,"CONC","data","calculated from conc "
1686,320810,3.265,1558,0.188679245283018,38255.25,38255.25,7217.97169811318,"CONC","data","calculated from conc "
1686,320811,3.315,1585,0.18867924528302,32640.3351955307,32640.3351955307,6158.55381047752,"CONC","data","calculated from conc "
1686,320812,3.365,1611,0.188679245283018,40187.3333333333,40187.3333333333,7582.51572327041,"CONC","data","calculated from conc "
1686,320813,3.415,1638,0.185185185185185,36319.3596059113,36319.3596059113,6725.80733442799,"CONC","data","calculated from conc "
1686,320814,3.465,1665,0.18867924528302,49188.0662983425,49188.0662983425,9280.76722610241,"CONC","data","calculated from conc "
1686,320815,3.515,1691,0.188679245283018,62190.3529411765,62190.3529411765,11734.0288568257,"CONC","data","calculated from conc "
1686,320816,3.565,1718,0.18867924528302,38352.7570093458,38352.7570093458,7236.36924704642,"CONC","data","calculated from conc "
1686,320817,3.615,1744,0.188679245283018,25867.5619834711,25867.5619834711,4880.67207235302,"CONC","data","calculated from conc "
1686,320818,3.665,1771,0.188679245283018,38974.7844827586,38974.7844827586,7353.73292127518,"CONC","data","calculated from conc "
1686,320819,3.715,1797,0.18867924528302,37297.6086956522,37297.6086956522,7037.28465955706,"CONC","data","calculated from conc "
1686,320820,3.765,1824,0.188679245283018,1321545,1321545,249348.113207546,"CONC","data","calculated from conc "
1686,320821,3.815,1850,0.18867924528302,43909.0223463687,43909.0223463687,8284.7211974281,"CONC","data","calculated from conc "
1686,320822,3.865,1877,0.185185185185185,29743.9144736842,29743.9144736842,5508.1323099415,"CONC","data","calculated from conc "
1686,320823,3.915,1904,0.188679245283018,11875.243902439,11875.243902439,2240.61205706395,"CONC","data","calculated from conc "
1686,320824,3.965,1930,0.188679245283018,21325.8254716981,21325.8254716981,4023.74065503736,"CONC","data","calculated from conc "
1686,320825,4.015,1957,0.188679245283022,41084.3005181347,41084.3005181347,7751.75481474251,"CONC","data","calculated from conc "
1686,320826,4.065,1983,0.188679245283018,69220.6009615385,69220.6009615385,13060.49074746,"CONC","data","calculated from conc "
1686,320827,4.115,2010,0.188679245283018,31588.2969432314,31588.2969432314,5960.05602702477,"CONC","data","calculated from conc "
1686,320828,4.165,2036,0.188679245283018,16197.7397260274,16197.7397260274,3056.17730679761,"CONC","data","calculated from conc "
1686,320829,4.215,2063,0.185185185185185,9151.97368421052,9151.97368421052,1694.80994152046,"CONC","data","calculated from conc "
1686,320830,4.265,2090,0.188679245283022,9894.85355648536,9894.85355648536,1866.95350122368,"CONC","data","calculated from conc "
1686,320831,4.315,2116,0.188679245283018,18432.075,18432.075,3477.74999999999,"CONC","data","calculated from conc "
1686,320832,4.365,2143,0.188679245283018,12825.7446808511,12825.7446808511,2419.95182657567,"CONC","data","calculated from conc "
1686,320833,4.415,2169,0.188679245283018,39075.8426966292,39075.8426966292,7372.80050879794,"CONC","data","calculated from conc "
1686,320834,4.465,2196,0.188679245283018,37452.6923076923,37452.6923076923,7066.54571843248,"CONC","data","calculated from conc "
1686,320835,4.515,2222,0.188679245283022,34550.1960784314,34550.1960784314,6518.90492045885,"CONC","data","calculated from conc "
1686,320836,4.565,2249,0.188679245283018,21241.3473053892,21241.3473053892,4007.80137837531,"CONC","data","calculated from conc "
1686,320837,4.615,2275,0.188679245283018,22213.9005235602,22213.9005235602,4191.30198557738,"CONC","data","calculated from conc "
1686,320838,4.665,2302,0.185185185185185,30194.4186046512,30194.4186046512,5591.55900086131,"CONC","data","calculated from conc "
1686,320839,4.715,2329,0.185185185185185,16051.1538461538,16051.1538461538,2972.43589743588,"CONC","data","calculated from conc "
1686,320840,4.765,2356,0.185185185185188,33265.4347826087,33265.4347826087,6160.26570048318,"CONC","data","calculated from conc "
1686,320841,4.815,2383,0.185185185185185,20441.7366412214,20441.7366412214,3785.50678541136,"CONC","data","calculated from conc "
1686,320842,4.865,2410,0.185185185185185,11243.8533834586,11243.8533834586,2082.19507101084,"CONC","data","calculated from conc "
1686,320843,4.915,2437,0.188679245283018,8983.11808118081,8983.11808118081,1694.92793984543,"CONC","data","calculated from conc "
1686,320844,4.965,2463,0.178571428571428,18092.3410404624,18092.3410404624,3230.77518579685,"CONC","data","calculated from conc "
1686,320845,5.015,2493,0.140845070422537,5211.30733944954,5211.30733944954,733.986949218256,"CONC","data","calculated from conc "
1686,320846,5.065,2534,0.106382978723404,25028.551212938,25028.551212938,2662.61183116361,"CONC","data","calculated from conc "
1686,320847,5.115,2587,0.0806451612903223,17678.5625,17678.5625,1425.69052419354,"CONC","data","calculated from conc "
1686,320848,5.165,2658,0.0704225352112674,11362.9455445545,11362.9455445545,800.207432715103,"CONC","data","calculated from conc "
1686,320849,5.215,2729,0.0699300699300697,9567.04460966543,9567.04460966543,669.024098578,"CONC","data","calculated from conc "
1686,320850,5.265,2801,0.0934579439252341,22785.2586206897,22785.2586206897,2129.46342249438,"CONC","data","calculated from conc "
1686,320851,5.365,2943,0.070175438596491,20155.1420454545,20155.1420454545,1414.39593301435,"CONC","data","calculated from conc "
1686,320852,5.465,3086,0.0701754385964916,21813.1065088757,21813.1065088757,1530.74431641234,"CONC","data","calculated from conc "
1686,320853,5.565,3228,0.070175438596491,10594.4701986755,10594.4701986755,743.471592889506,"CONC","data","calculated from conc "
1686,320854,5.665,3371,0.0699300699300697,15244.9315068493,15244.9315068493,1066.07912635309,"CONC","data","calculated from conc "
1686,320855,5.765,3514,0.0701754385964916,16789.1379310345,16789.1379310345,1178.18511796734,"CONC","data","calculated from conc "
1686,320856,5.865,3656,0.070175438596491,27268.7215909091,27268.7215909091,1913.59449760765,"CONC","data","calculated from conc "
1686,320857,5.965,3799,0.0699300699300703,14174.7156398104,14174.7156398104,991.238855930802,"CONC","data","calculated from conc "
1686,320858,6.065,3942,0.070175438596491,31411.935483871,31411.935483871,2204.34634974533,"CONC","data","calculated from conc "
1686,320859,6.165,4084,0.070175438596491,25489.099378882,25489.099378882,1788.70872834259,"CONC","data","calculated from conc "
1686,320860,6.265,4227,0.0699300699300703,26172.7577319588,26172.7577319588,1830.26277845867,"CONC","data","calculated from conc "
1686,320861,6.365,4370,0.070175438596491,14975.956937799,14975.956937799,1050.94434651221,"CONC","data","calculated from conc "
1686,320862,6.465,4512,0.0701754385964916,34537.6551724138,34537.6551724138,2423.69509981852,"CONC","data","calculated from conc "
1686,320863,6.565,4655,0.0699300699300697,32947.1052631579,32947.1052631579,2303.993375046,"CONC","data","calculated from conc "
1686,320864,6.665,4798,0.070175438596491,32136.1708860759,32136.1708860759,2255.16988674216,"CONC","data","calculated from conc "
1686,320865,6.765,4940,0.0701754385964916,19026.2556053812,19026.2556053812,1335.17583195658,"CONC","data","calculated from conc "
1686,320866,6.865,5083,0.0699300699300697,37543.8920454545,37543.8920454545,2625.44699618562,"CONC","data","calculated from conc "
1686,320867,6.965,5226,0.0701754385964916,24100.1973684211,24100.1973684211,1691.24192059096,"CONC","data","calculated from conc "
1686,320868,7.065,5368,0.070175438596491,12051.6089108911,12051.6089108911,845.726941115162,"CONC","data","calculated from conc "
1686,320869,7.165,5511,0.070175438596491,18402.4439461883,18402.4439461883,1291.3995751711,"CONC","data","calculated from conc "
1686,320870,7.265,5653,0.0701754385964916,28366.0055865922,28366.0055865922,1990.59688326964,"CONC","data","calculated from conc "
1686,320871,7.365,5796,0.063091482649842,15926.1448598131,15926.1448598131,1004.80409210177,"CONC","data","calculated from conc "
1686,320872,7.465,5970,0.0475059382422805,29625.2777777778,29625.2777777778,1407.37661652152,"CONC","data","calculated from conc "
1686,320873,7.565,6217,0.040485829959514,17265.4255319149,17265.4255319149,699.005082263759,"CONC","data","calculated from conc "
1686,320874,7.665,6464,0.0405679513184583,24763.0366492147,24763.0366492147,1004.58566528254,"CONC","data","calculated from conc "
1686,320875,7.765,6710,0.0425531914893619,39253.8118811881,39253.8118811881,1670.37497366759,"CONC","data","calculated from conc "
1686,320876,7.865,6934,0.0461893764434178,25292.7272727273,25292.7272727273,1168.2553012807,"CONC","data","calculated from conc "
