"site","lambda","likelihood","mean","stdev"
"0045How","-0.3","20.0773142520087","0.823370159169369","0.134392809351555"
"0133Lac","0.5","-102.775133951921","0.358688089949318","0.104144714097715"
"0134Pas","-0.22","63.2782039235328","0.532949443978335","0.215493326219861"
"0167Fer","-0.04","-1.12820255263465","0.579560036369162","0.264397862507694"
"0179Cur","-0.04","19.1356831576275","0.556472225299583","0.199772566781245"
"0180Cli","0.0600000000000001","15.266642713709","0.759938098982422","0.215003174216121"
"0182Hor","-0.04","5.98527310026467","0.690034115325148","0.468611825811334"
"0184Mou","0.02","5.23968331561125","0.355172323221466","0.227517490927819"
"0188Tus","-0.26","28.8287038118585","0.645636179435995","0.174207407349228"
"0191Bla","-0.86","80.2465442543795","0.76173830899862","0.229605860358274"
"0199Alb","0.02","8.73857696149828","0.170434989309745","0.213535074206611"
"0201Des","0.3","5.42489298768339","0.534009539684749",NA
"0206Spe","0.22","12.6076797478158","0.175024899670414",NA
"0207Yam","0","17.4318800747789","0.70777439038138",NA
"0208Yel","0","16.6696349707705","0.467548352506834",NA
"0248Sha","0.32","-142.955148046801","0.101906452259498","0.193246141779294"
"0265ELA","0","-95.5681302246739","0.460823001202116","0.140497465130148"
"0280Lac","-0.18","7.72211343865257","0.667305398431755","0.39904187090005"
"0325Lac","0.22","6.1916199793551","0.469424712489291",NA
"0327St ","-0.04","14.048121389249","0.563489444719508","0.0392354649924197"
"0344Rou","-0.22","41.6791048956019","0.285173323046101",NA
"0354Fis","-0.14","29.5943683184507","0.835749107835695","0.121665513170929"
"0359Moo","-0.54","159.581903325032","0.533884300790847","0.345314668952573"
"0362McG","-0.12","78.7502848232333","0.26841492929274","0.182476099796839"
"0363Pet","-0.46","222.259212763221","0.640439741130402","0.125073432161804"
"0364Lac","0.12","9.70445720370922","0.325716461046872",NA
"0369Lac","0.24","10.6682194654686","0.579136444987735",NA
"0373Lac","0.24","4.98028823306568","0.374890650403275",NA
"0374Lac","0.0600000000000001","18.5692686048234","0.602049968504271",NA
"0376Lac","-0.54","79.2307387251904","0.598029137985144",NA
"0377Pes","-0.44","145.888143929805","0.553701353552689","0.0798053066182377"
"0378Tri","-0.54","298.627869961635","0.613832990281051",NA
"0379Lac","-0.2","31.6327199283985","0.489969158739832",NA
"0460Lil","0.36","4.38493429692926","0.695251348608669","0.176340622582671"
"0461Ott","0.1","3.29507214983487","0.599979414687037","0.285084995235728"
"0462Ain","0.26","2.1850900039617","0.799946401318469","0.206671441849716"
"0464Gre","-0.02","9.03312056132238","0.750361236769659","0.218646764147296"
"0706Lac","-0.02","21.3607752482366","0","0"
"0801Gra","-0.16","-102.849051541477","0","0"
"0802Hig","-0.64","193.015621025994","0.158276763444439","0.0998226895662545"
"0825But","0.28","-984.620157206509","0.154868309736075","0.0297868203791914"
"0826Sev","0.22","-796.85705960628","0.54649126549986","0.137062152523326"
"0960Spr","-0.32","230.594099365483","0.336955133294604","0.20039183236422"
"0984And","-0.2","43.7768909907245","0.494825706999094","0.248878703536072"
"1335Avr","-0.02","-187.345981414843","0.261731470335139","0.199687591173461"
